Model;fit_time_cv1;fit_time_cv2;fit_time_cv3;fit_time_cv4;fit_time_cv5;fit_time_mean;fit_time_std;score_time_cv1;score_time_cv2;score_time_cv3;score_time_cv4;score_time_cv5;score_time_mean;score_time_std;test_acc_cv1;test_acc_cv2;test_acc_cv3;test_acc_cv4;test_acc_cv5;test_acc_mean;test_acc_std;test_balanced_accuracy_cv1;test_balanced_accuracy_cv2;test_balanced_accuracy_cv3;test_balanced_accuracy_cv4;test_balanced_accuracy_cv5;test_balanced_accuracy_mean;test_balanced_accuracy_std;test_prec_cv1;test_prec_cv2;test_prec_cv3;test_prec_cv4;test_prec_cv5;test_prec_mean;test_prec_std;test_recall_cv1;test_recall_cv2;test_recall_cv3;test_recall_cv4;test_recall_cv5;test_recall_mean;test_recall_std;test_f1-score_cv1;test_f1-score_cv2;test_f1-score_cv3;test_f1-score_cv4;test_f1-score_cv5;test_f1-score_mean;test_f1-score_std;test_tp_cv1;test_tp_cv2;test_tp_cv3;test_tp_cv4;test_tp_cv5;test_tp_mean;test_tp_std;test_tn_cv1;test_tn_cv2;test_tn_cv3;test_tn_cv4;test_tn_cv5;test_tn_mean;test_tn_std;test_fp_cv1;test_fp_cv2;test_fp_cv3;test_fp_cv4;test_fp_cv5;test_fp_mean;test_fp_std;test_fn_cv1;test_fn_cv2;test_fn_cv3;test_fn_cv4;test_fn_cv5;test_fn_mean;test_fn_std;test_cohens_kappa_cv1;test_cohens_kappa_cv2;test_cohens_kappa_cv3;test_cohens_kappa_cv4;test_cohens_kappa_cv5;test_cohens_kappa_mean;test_cohens_kappa_std;test_matthews_corrcoef_cv1;test_matthews_corrcoef_cv2;test_matthews_corrcoef_cv3;test_matthews_corrcoef_cv4;test_matthews_corrcoef_cv5;test_matthews_corrcoef_mean;test_matthews_corrcoef_std;test_roc_auc_cv1;test_roc_auc_cv2;test_roc_auc_cv3;test_roc_auc_cv4;test_roc_auc_cv5;test_roc_auc_mean;test_roc_auc_std;fit_time_overall;score_time_overall;acc_overall;balanced_accuracy_overall;prec_overall;recall_overall;f1-score_overall;tp_overall;tn_overall;fp_overall;fn_overall;cohens_kappa_overall;matthews_corrcoef_overall;roc_auc_overall
SGD_N-Gram_Vectors;0.3573601245880127;0.3832690715789795;0.1443614959716797;0.37957119941711426;0.32632970809936523;0.3181783199310303;0.08924106547801018;0.0456080436706543;0.028941631317138672;0.023450374603271484;0.0284423828125;0.037027597427368164;0.032694005966186525;0.007786574606411841;0.42627737226277373;0.4299270072992701;0.4214755295836377;0.4397370343316289;0.40759678597516436;0.4250027458904949;0.010567695814384987;0.32808302112592375;0.2826238488445535;0.25861751948291756;0.30211977893978753;0.22673565304316037;0.2796359642872685;0.03493360743897327;0.4194486929455526;0.42773711097476436;0.4070458635869736;0.4291868956531946;0.39236463653892667;0.4151566399398824;0.013847730196100725;0.42627737226277373;0.4299270072992701;0.4214755295836377;0.4397370343316289;0.40759678597516436;0.4250027458904949;0.010567695814384987;0.4204196144551891;0.4216929553941976;0.4100782977366749;0.43176953071535207;0.39649372026005675;0.41609082371229417;0.011967799248734813;347;356;365;365;329;352.4;13.46996659238619;7;4;2;4;1;3.6;2.0591260281974;3;7;10;5;9;6.8;2.5612496949731396;2;1;2;6;1;2.4;1.8547236990991407;0.1332777958878144;0.11847021458025242;0.10802519663792554;0.14677157625216664;0.08559171063999416;0.11842729879963063;0.021025302609040047;0.13364047899924342;0.11930356492308707;0.10864896052918709;0.14734801107798084;0.0861051484397857;0.11900923279385682;0.021010760862660776;0.6621899342020869;0.66847667279474;0.6656865276575389;0.6893575826942381;0.6430882318138234;0.6657597898324854;0.014771499995183292;0.35002565383911133;0.003165006637573242;0.4503504672897196;0.3307376217285189;0.43224423927610534;0.4503504672897196;0.4359009520776278;495;7;7;2;0.16361418072980338;0.16543652526569824;0.6893927183789077
SGD_CharLevel_Vectors;1.2730214595794678;1.0167725086212158;1.1358146667480469;1.0286121368408203;1.107710838317871;1.1123863220214845;0.09223286867314409;0.03496813774108887;0.08576393127441406;0.0902097225189209;0.07907414436340332;0.07394289970397949;0.07279176712036133;0.019713358529562755;0.46277372262773725;0.4759124087591241;0.48721694667640614;0.46530314097881664;0.46384222059897734;0.4710096879282123;0.009364617430612942;0.3822002519710254;0.35065101169020807;0.37562342904203655;0.39995062541145493;0.31033659995871293;0.36375238361468754;0.031036914039554955;0.4571472964255518;0.4541033124249756;0.4508554839176332;0.4869676765334719;0.4661637226372526;0.463047498387777;0.013002629262323947;0.46277372262773725;0.4759124087591241;0.48721694667640614;0.46530314097881664;0.46384222059897734;0.4710096879282123;0.009364617430612942;0.456920773511631;0.45572656209662893;0.456117418984925;0.4703760358866067;0.4575081465469168;0.4593297874053417;0.005557767040113539;364;428;453;301;362;381.6;53.74234829257092;4;3;4;7;3;4.2;1.469693845669907;5;9;7;0;5;5.2;2.9933259094191533;2;0;2;4;1;1.8;1.32664991614216;0.19344207744338282;0.19204779079289647;0.2117845443704286;0.20791243396029557;0.17122275338077464;0.19528191998955563;0.014314709950157654;0.1939281047371027;0.19613326262211772;0.21984047714788274;0.20996178640346694;0.1724506966764074;0.1984628655173955;0.016073901165332045;0.7428023799333522;0.7349748444929511;0.7569843588957296;0.7441751030782768;0.7117592031712291;0.7381391779143078;0.01496151573420942;0.5265822410583496;0.010891437530517578;0.49182242990654207;0.43532250441303966;0.5032091639664631;0.49182242990654207;0.49514449721226;417;7;2;1;0.2514237092381403;0.2524392045289543;0.765406717410013
GB_Count_Vectors;22.943947315216064;31.92220163345337;29.283483505249023;32.8742733001709;30.182445287704468;29.441270208358766;3.485110410993924;0.038132667541503906;0.03349184989929199;0.04051542282104492;0.02737879753112793;0.0355985164642334;0.03502345085144043;0.004493244058897638;0.5313868613138686;0.5306569343065694;0.5361577794010226;0.5346968590211834;0.5208181154127101;0.5307433098910709;0.005364291852743977;0.3849603597314851;0.3382090937274103;0.35636074186965766;0.3497160541681494;0.31684911999348025;0.3492190738980366;0.022350496652086792;0.5156113454598591;0.5272888501552455;0.5174150632598147;0.5206684558759895;0.4952686525669436;0.5152504734635704;0.010755146588685179;0.5313868613138686;0.5306569343065694;0.5361577794010226;0.5346968590211834;0.5208181154127101;0.5307433098910709;0.005364291852743977;0.4843313663378114;0.48399392860560453;0.48891330288372303;0.5005702864482167;0.4736467150411487;0.4862911198633008;0.00871514930467558;531;527;526;504;517;521.0;9.654014708917737;10;6;5;3;2;5.2;2.7856776554368237;6;6;8;9;13;8.4;2.5768197453450252;1;3;1;3;0;1.6;1.2;0.25082601299985596;0.23957349612669432;0.2601977424208384;0.26100647851159475;0.23129123597506074;0.24857899320680885;0.011614235661577883;0.2792495036583033;0.2672172010558096;0.28896365313257083;0.2796925630136219;0.25522415603353227;0.2740694153787676;0.011682363314765541;0.791703058982655;0.7823653970485522;0.7735929790899382;0.7932052379181771;0.765780813982211;0.7813294974043067;0.010500784279611014;19.167355060577393;0.0047490596771240234;0.5531542056074766;0.36590083020851827;0.5501334375069413;0.5531542056074766;0.5201778480360723;640;8;11;2;0.28231521403191917;0.3004066410295721;0.8063995264411573
GB_WordLevel_TF-IDF;31.762789011001587;27.312621116638184;28.78939414024353;32.22132992744446;30.933053493499756;30.2038375377655;1.8650546194149193;0.028909683227539062;0.04232144355773926;0.06543231010437012;0.028712749481201172;0.03610634803771973;0.040296506881713864;0.013544811492029846;0.537956204379562;0.5138686131386861;0.5208181154127101;0.5208181154127101;0.506208911614317;0.5199339919915971;0.010502667659186173;0.41712563922662865;0.34408408030135973;0.3771610675042417;0.36313928938326107;0.29553843302645927;0.35940970188839005;0.03993635909795214;0.5220178512402952;0.5066020528909438;0.4957828684397622;0.5050985939940765;0.4806884044486335;0.5020379542027423;0.01359650080722655;0.537956204379562;0.5138686131386861;0.5208181154127101;0.5208181154127101;0.506208911614317;0.5199339919915971;0.010502667659186173;0.49962964523548864;0.4687822395832212;0.4759550069994756;0.488020295454368;0.465246203921468;0.47952667823880424;0.012715365190727619;516;512;510;494;499;506.2;8.304215796810677;9;5;3;4;2;4.6;2.4166091947189146;7;6;12;9;11;9.0;2.280350850198276;3;3;1;6;7;4.0;2.1908902300206643;0.2688891998846692;0.213997498354634;0.2432059824601469;0.2448071578433969;0.21162856471085334;0.23650568065074004;0.021391540634806593;0.29049373233022363;0.23592447434864608;0.26711780582513966;0.26110955578534834;0.2292228103340246;0.25677367572467646;0.022165660300154523;0.7829848580524815;0.7701294069188848;0.7623244249865767;0.7712736730692065;0.7396648695782254;0.7652754465210749;0.014406755981119557;20.63005542755127;0.006549358367919922;0.5251168224299065;0.3568167709432241;0.5164675139369557;0.5251168224299065;0.4966676369896012;608;7;10;3;0.2443848238099865;0.25655585987817964;0.7907283447199213
GB_N-Gram_TF-IDF;26.652087926864624;29.02145004272461;36.59145212173462;25.730032205581665;30.01661968231201;29.602328395843507;3.822446964887728;0.039582252502441406;0.04490232467651367;0.02579474449157715;0.04536294937133789;0.03368878364562988;0.0378662109375;0.007373248717902147;0.4759124087591241;0.4656934306569343;0.4704163623082542;0.4784514243973703;0.4594594594594595;0.4699866171162285;0.00687321101286276;0.28544230150751987;0.24421286544342233;0.2773415938217985;0.2710830154199032;0.24074260980390735;0.26376447719931023;0.018000550351747694;0.4660991846794023;0.44883568496454457;0.43722300762509336;0.4827019900397513;0.42209560161474363;0.45139109378470704;0.021270593800858262;0.4759124087591241;0.4656934306569343;0.4704163623082542;0.4784514243973703;0.4594594594594595;0.4699866171162285;0.00687321101286276;0.4027805895960667;0.39186209894779706;0.406770023924375;0.3969305476060761;0.38300204545256067;0.3962690611053751;0.008349165318665868;533;532;516;547;526;530.8;10.107423014794621;5;2;3;4;3;3.4;1.019803902718557;15;13;12;13;17;14.0;1.7888543819998317;2;3;6;9;6;5.2;2.4819347291981715;0.1411040802052982;0.1211522366870128;0.1420926706738791;0.14149678983286051;0.11476756378888509;0.13212266823758714;0.011743005441773209;0.17624241503546437;0.14835431871864177;0.167086840201442;0.18616835257120434;0.14290987949945502;0.1641523612052415;0.01637257230768618;0.6662922794364361;0.6783321233611412;0.671855977486785;0.6952805084659798;0.6629167681136143;0.6749355313727913;0.011437613881487285;14.897961854934692;0.008625984191894531;0.4929906542056075;0.2798489556676659;0.5192958827282191;0.4929906542056075;0.42600891562615045;674;6;13;3;0.161324258124231;0.19739463439314994;0.713066869049369
GB_CharLevel_TF-IDF;238.50057411193848;249.97734761238098;235.3993034362793;271.156662940979;237.88498854637146;246.58377532958986;13.27736858988015;0.07131409645080566;0.062102556228637695;0.07855033874511719;0.0499420166015625;0.07863521575927734;0.06810884475708008;0.010919817477570311;0.49635036496350365;0.4978102189781022;0.5120525931336742;0.5135135135135135;0.493791088385683;0.5027035557948953;0.008342655923662793;0.357597968461798;0.34791550722170644;0.3766990952215149;0.3491795896562267;0.3002509099868774;0.3463286141096247;0.025231589640854826;0.4820824711806456;0.48916431596077437;0.48490307677486866;0.4936787034921451;0.460063961032866;0.48197850568825995;0.011639086650077853;0.49635036496350365;0.4978102189781022;0.5120525931336742;0.5135135135135135;0.493791088385683;0.5027035557948953;0.008342655923662793;0.46967345833961394;0.4739816391883906;0.47930555022046484;0.48473876913502173;0.45840401497680044;0.4732206863720583;0.008970924430915864;470;461;481;481;479;474.4;7.838367176906169;6;5;4;6;4;5.0;0.8944271909999159;5;7;9;5;9;7.0;1.7888543819998317;4;6;2;7;0;3.8;2.5612496949731396;0.2118072984326197;0.21354633398248135;0.2383834766495243;0.2396080923524968;0.20523461787524055;0.22171596385847253;0.014383973810722305;0.22117555914324555;0.22196843845224973;0.2516209544652425;0.2512533251969046;0.21662979938910545;0.23252961532934954;0.01554550569808709;0.7915503192621235;0.7794812790351959;0.7825216814960139;0.7861183734865586;0.764823176483107;0.7808989659525998;0.008986296137207103;175.18515419960022;0.032895803451538086;0.5391355140186916;0.37993681606590135;0.5298862530424343;0.5391355140186916;0.5149493771976484;607;10;5;9;0.2733767051145637;0.283064724443834;0.8050218419221755
XGB_Count_Vectors;40.09296679496765;43.57106423377991;44.13330888748169;44.12781858444214;44.657976150512695;43.316626930236815;1.648086287730972;0.2827000617980957;0.16439151763916016;0.17374777793884277;0.14248418807983398;0.04706621170043945;0.1620779514312744;0.07523675536178605;0.5051094890510949;0.5014598540145986;0.5018261504747992;0.5215485756026297;0.5047479912344777;0.50693841207552;0.007453181847776461;0.3504774554161892;0.3372616557338067;0.32946395025319014;0.35503459004825416;0.2989353017035536;0.33423459063099875;0.01987175162748404;0.487025081569306;0.4902556792878867;0.4874527227033314;0.5059983456905467;0.4713723138274137;0.48842082861569686;0.011007933310728666;0.5051094890510949;0.5014598540145986;0.5018261504747992;0.5215485756026297;0.5047479912344777;0.50693841207552;0.007453181847776461;0.47900667338807873;0.4763899322950733;0.47677328601027197;0.4928623075750983;0.4730670290565493;0.47961984566501437;0.006887865060100018;466;460;450;477;463;463.2;8.749857141690944;7;4;2;4;1;3.6;2.0591260281974;7;6;12;7;15;9.4;3.4985711369071804;1;1;0;1;0;0.6;0.48989794855663565;0.21976402914439985;0.2078645502645502;0.21353451986552752;0.24466579623467966;0.21670355933361973;0.22050649096855537;0.012705216372397138;0.2287455159428288;0.2153760015333646;0.2207850764536463;0.2555510411136646;0.22586695251678807;0.22926491751205846;0.013911045464214879;0.8009942607686524;0.7960593737779252;0.7832548584369016;0.8127832283783857;0.775268328555954;0.7936720099835638;0.013204287693139801;134.16805148124695;0.2323148250579834;0.4532710280373832;0.36692485124487756;0.45283501864259196;0.4532710280373832;0.4503640537400877;462;7;1;0;0.17246336994445322;0.1727635205987497;0.7467540446096466
XGB_WordLevel_TF-IDF;53.270241022109985;57.1554388999939;56.781299352645874;56.98199224472046;54.37679743766785;55.713153791427615;1.5864894199222463;0.3025517463684082;0.15796399116516113;0.06496763229370117;0.13658809661865234;0.19907641410827637;0.17222957611083983;0.07833717806606089;0.49416058394160584;0.4846715328467153;0.48867786705624544;0.5105916727538349;0.4762600438276114;0.49087234008520253;0.011458180944274466;0.3406921094175807;0.3316440797575602;0.330890173706191;0.33657389494250495;0.27089556275479426;0.3221391641157262;0.025866594302551914;0.47061371598724616;0.47388103806185344;0.47384074824595496;0.49172706192637433;0.45139665841056925;0.4722918445263996;0.012822458675456684;0.49416058394160584;0.4846715328467153;0.48867786705624544;0.5105916727538349;0.4762600438276114;0.49087234008520253;0.011458180944274466;0.4667994674137423;0.4602087292154948;0.4667278246616693;0.4852228817467718;0.44507866998526757;0.46480751460458924;0.01292144588912254;462;445;437;460;447;450.2;9.453041838477178;6;4;3;2;0;3.0;2.0;6;6;9;9;13;8.6;2.5768197453450252;1;0;0;2;0;0.6;0.7999999999999999;0.20341352252971856;0.18099944452723848;0.19615415587378704;0.22848587314004054;0.16492432556596315;0.19479546432734957;0.021418570022721333;0.21151033951781464;0.18711554541245146;0.20132890928428748;0.23698028057738876;0.17216510857641765;0.201820036673672;0.022027359126310587;0.7916818494652095;0.7729330529482399;0.762187943881898;0.7918495472688538;0.7445832836292214;0.7726471354386846;0.018044994726484905;212.23533058166504;0.22634100914001465;0.4304906542056075;0.28336838522789387;0.43424335038094203;0.4304906542056075;0.42726715979030994;447;2;5;0;0.13360054064322835;0.13387917505879277;0.715003899244467
XGB_N-Gram_TF-IDF;74.8297016620636;78.96793270111084;73.13371253013611;79.53628325462341;78.92227292060852;77.07798061370849;2.593399076108173;0.29198789596557617;0.1463181972503662;0.2953519821166992;0.04457211494445801;0.14659547805786133;0.1849651336669922;0.09624462980619508;0.4569343065693431;0.45182481751824816;0.4674945215485756;0.4674945215485756;0.44558071585098613;0.4578657766071458;0.00864533399264383;0.2654237728680258;0.23404754477178988;0.2615834169823;0.25536320652519345;0.2374577470441981;0.25077513763830145;0.012724912950004611;0.43725390035074724;0.43370742789356576;0.45324545306957403;0.4566124035076535;0.41518973905082907;0.4392017847744739;0.014905802997170828;0.4569343065693431;0.45182481751824816;0.4674945215485756;0.4674945215485756;0.44558071585098613;0.4578657766071458;0.00864533399264383;0.41736595052618675;0.4092350440113799;0.42569203445036413;0.4260216828078982;0.40684766791890004;0.4170324759429458;0.008005438877613734;463;462;460;470;445;460.0;8.221921916437786;4;1;2;2;1;2.0;1.0954451150103321;14;10;13;7;14;11.6;2.727636339397171;2;0;0;1;1;0.8;0.7483314773547883;0.121165640204551;0.10761726254545967;0.13111980957787095;0.1350476936650541;0.10316133448070208;0.11962234809472756;0.01255071077909912;0.13072874617287192;0.11616162228216043;0.14075626482033068;0.14666383651419285;0.11040874963335487;0.12894384388458216;0.013882739004467418;0.7143589207873577;0.6945249172505406;0.7002168668488221;0.7086322018873061;0.6770504779853211;0.6989566769518695;0.01289926372885523;260.32974433898926;0.20427536964416504;0.415303738317757;0.2670098523067924;0.40723151371191474;0.415303738317757;0.4057962562970507;460;5;6;0;0.09932432716524353;0.09991321409031544;0.6745557444169654
XGB_CharLevel_TF-IDF;259.81648087501526;259.84082770347595;256.0817427635193;261.34693241119385;258.64373087882996;259.14594292640686;1.7560398791053025;0.1875927448272705;0.19527602195739746;0.35724568367004395;0.05576658248901367;0.27764248847961426;0.21470470428466798;0.10065083614758062;0.46277372262773725;0.46715328467153283;0.47406866325785246;0.46822498173849525;0.4718772826880935;0.4688195869967422;0.00391369133571865;0.3539358676639073;0.3084850199124284;0.33135691720134824;0.3242725318775581;0.2750082497567135;0.3186117172823911;0.02625297287134027;0.44756689883404116;0.4560208781363077;0.4628988021051717;0.45672483901167205;0.43416683525235583;0.45147565066790973;0.009935541170513835;0.46277372262773725;0.46715328467153283;0.47406866325785246;0.46822498173849525;0.4718772826880935;0.4688195869967422;0.00391369133571865;0.4442644016016017;0.4497609371958712;0.4561893049077154;0.45311130694894564;0.4422334255188431;0.4491118752345954;0.005240569002694033;422;415;420;411;439;421.4;9.604165762834375;9;2;3;4;2;4.0;2.6076809620810595;6;8;8;3;10;7.0;2.3664319132398464;2;2;0;4;1;1.8;1.32664991614216;0.16152487518335812;0.16237286091419534;0.17875877330382794;0.17463256759207646;0.1677090761096237;0.16899963062061632;0.006759029832310681;0.1649863250784909;0.16546081794105016;0.1820361620087901;0.17703989443791815;0.17324531341210145;0.17255370257567015;0.006604475671839185;0.7804690692144748;0.7724113073409217;0.7688179133123508;0.7757335679456455;0.7552062659499689;0.7705276247526723;0.008569125642435001;1679.8285534381866;0.2317206859588623;0.4223130841121495;0.28592837036108587;0.4326607737863678;0.4223130841121495;0.4212741421885764;428;3;4;1;0.11889290224948845;0.11925911946728406;0.7025335777187449
Deep_NN_WE;37.779826402664185;57.585078954696655;65.26263523101807;91.43767166137695;97.3105583190918;69.87515411376953;22.000340477560517;0.1693282127380371;0.14830636978149414;0.14874792098999023;0.15203642845153809;0.15064740180969238;0.15381326675415039;0.007872446202560507;0.12992700729927006;0.1686131386861314;0.15485756026296568;0.1848064280496713;0.29802775748721694;0.1872463783570511;0.05824124101718524;0.19550088476877162;0.18672624105950536;0.2044089890829588;0.20459090112664222;0.24948257084535133;0.2081419173766459;0.02169802293660444;0.3305177032953427;0.5082848955548452;0.4750264983306174;0.5003604774822513;0.4988476943646021;0.4626074538055317;0.06697314293660737;0.12992700729927006;0.1686131386861314;0.15485756026296568;0.1848064280496713;0.29802775748721694;0.1872463783570511;0.05824124101718524;0.17120135776774031;0.21246600917892441;0.20560090271364134;0.23556700864035446;0.3036037486187039;0.22568780538387284;0.04408075633368916;138;203;160;200;345;209.2;72.18697943535247;20;19;20;18;20;19.4;0.7999999999999999;0;1;0;2;1;0.8;0.7483314773547883;463;397;429;394;240;384.6;76.51039145109637;0.04938755979747145;0.06705042578009857;0.05975777053438769;0.07608910594710905;0.1018213322118694;0.07082123885418723;0.017803247862695847;0.09792972903473302;0.12224170896796427;0.10678721290890332;0.1263095386952192;0.12921425615672702;0.11649648915270935;0.012083374661698143;0.5177258407368209;0.516672243481556;0.5201180112770774;0.5260680999270404;0.5285819290205066;0.5218332248886004;0.004688869062759391;100.11970114707947;0.1708834171295166;0.19217289719626168;0.1894937364431771;0.5403950124560347;0.19217289719626168;0.24660789024642807;264;19;5;478;0.08095718488368608;0.13083693121126624;0.557618105805777
Deep_NN_var1_WE;43.15580415725708;33.236568450927734;78.19072461128235;35.533807039260864;47.192150354385376;47.46181092262268;16.17105653685337;0.14963507652282715;0.14960789680480957;0.14737820625305176;0.15236210823059082;0.14509916305541992;0.14881649017333984;0.002439467032480148;0.21824817518248174;0.21386861313868613;0.17384952520087654;0.14097881665449233;0.20452885317750183;0.19029479667080768;0.029128121794593096;0.19107333005066038;0.1745315644985723;0.20556616780216116;0.20326916337928022;0.20861303210678575;0.19661065156749197;0.012543860686127437;0.45737611146138984;0.5279683611113642;0.5028816446533168;0.5171784205060267;0.5478256046874066;0.5106460284839007;0.030407321341128852;0.21824817518248174;0.21386861313868613;0.17384952520087657;0.14097881665449233;0.20452885317750183;0.1902947966708077;0.029128121794593093;0.2592541270220124;0.25505284245991755;0.23312533127667456;0.1916261211277651;0.26371984218719113;0.24055565281471214;0.02662964462337706;254;259;171;141;207;206.4;45.963463751114325;17;15;18;20;18;17.6;1.624807680927192;2;5;1;0;2;2.0;1.6733200530681511;327;336;397;455;367;376.4;46.39655159599687;0.07613349586697771;0.0825048564457036;0.061151268896409094;0.06123962662860183;0.08374515934147986;0.07295488143583442;0.009942918825489056;0.11328425805248733;0.12956925983013273;0.0991763810339145;0.11896941319844596;0.12854427408198443;0.11790871723939297;0.011157906983538057;0.5182211305969545;0.5203479818651912;0.5245460295606349;0.5223309586223073;0.5286377788998715;0.5228167759089919;0.0035867899941967292;55.27399134635925;0.1752486228942871;0.2207943925233645;0.2304545561369975;0.566348733806447;0.2207943925233645;0.27428184649537346;292;24;1;449;0.09966561829078202;0.15175338486026294;0.5665233085612593
Deep_NN_var2_WE;23.257245540618896;40.2199764251709;42.32979941368103;41.2854208946228;40.5355920791626;37.525606870651245;7.171084168819918;0.14933395385742188;0.14243245124816895;0.15317082405090332;0.15817022323608398;0.15432310104370117;0.15148611068725587;0.005332253974161139;0.13795620437956205;0.24233576642335766;0.36376917457998537;0.18407596785975164;0.21621621621621623;0.2288706658917746;0.07590922995137792;0.19238105893180052;0.20826026166921574;0.1804626168064225;0.20839874857397095;0.15888143477740693;0.1896768241517633;0.01863558484997254;0.5021015537223548;0.5471732365633364;0.4440463421395676;0.5643057875138678;0.4944910378921906;0.5104235915662635;0.042386010119975615;0.13795620437956205;0.24233576642335766;0.36376917457998537;0.18407596785975164;0.21621621621621623;0.2288706658917746;0.07590922995137792;0.19308931076106872;0.2739657033852175;0.3170195014628712;0.24207600804972007;0.2572436385259357;0.2566788324369626;0.0404895566748949;133;293;456;198;257;267.4;108.82389443499987;19;18;6;19;13;15.0;5.019960159204453;0;2;13;1;8;4.8;4.955804677345546;454;301;126;384;326;318.2;109.60729902702649;0.05651619434260746;0.09546914038846122;0.09743870389545906;0.0754239327463635;0.07119069102203124;0.0792077324789845;0.015429178222578464;0.1081125147145872;0.14037199217991309;0.11748773995500564;0.12674779928984933;0.10584751362077943;0.11971351195202695;0.01271264812133946;0.5197984891376002;0.523746468357159;0.5272864565629736;0.5252595038374231;0.5182853755111181;0.5228752586812548;0.0033596379672829746;54.98055696487427;0.172194242477417;0.21261682242990654;0.21505926703502926;0.578339365620132;0.21261682242990654;0.28361053161483224;254;21;4;449;0.09928919682207127;0.15211325620470628;0.5678084323323731
RNN_WE;1095.4421932697296;1576.6568319797516;1445.6852164268494;1277.3635456562042;1503.2025470733643;1379.6700668811798;173.01685910847667;1.7981386184692383;1.7938380241394043;1.7820467948913574;1.7950234413146973;1.8197307586669922;1.797755527496338;0.01226892783585826;0.3554744525547445;0.34233576642335767;0.3089846603360117;0.3316289262235208;0.3403944485025566;0.33576365080803827;0.015410145843160236;0.2412257398515357;0.2342957544638577;0.23581126882108744;0.19532878890718353;0.21284135795287068;0.223900581999307;0.01725536996269462;0.3683017826614589;0.35245879770371935;0.3197438077018623;0.3529142950450136;0.3578776183356229;0.3502592602895354;0.016288965675447076;0.3554744525547445;0.34233576642335767;0.3089846603360117;0.3316289262235208;0.3403944485025566;0.33576365080803827;0.015410145843160236;0.35884268502073935;0.345662357847509;0.3114031788962875;0.3392260279450184;0.34513657543228643;0.3400541650283681;0.015696216251592288;289;283;275;271;259;275.4;10.3072789813801;4;4;7;3;6;4.8;1.469693845669907;5;6;2;5;9;5.4;2.244994432064365;40;29;51;40;33;38.6;7.4993333037010705;0.05336987210386934;0.039356670851035114;0.013991386050945187;0.020179391489425047;0.03607260682324487;0.032593985463703914;0.014068767070030366;0.05359439984911978;0.03944566237736487;0.014131700914346691;0.020326489875382953;0.036389747026727134;0.03277760000858828;0.014096450007126927;0.5540107282109104;0.5440934363518937;0.531179349356938;0.5293855550641988;0.5351448182260443;0.538762777441997;0.009159107347303049;1729.4833102226257;2.2469444274902344;0.3352803738317757;0.2355745873329225;0.35154245203589984;0.3352803738317757;0.3415401638752128;365;8;8;53;0.04395933337193614;0.04421813981301992;0.5190485490606626
CNN_WE;322.596910238266;616.0190024375916;698.582573890686;557.316917181015;588.0408871173859;556.5112581729888;126.04453112670467;0.9412686824798584;0.9403865337371826;0.9301755428314209;0.9339687824249268;0.9412121772766113;0.93740234375;0.00452514732232908;0.36642335766423356;0.3700729927007299;0.32505478451424397;0.3316289262235208;0.34331628926223523;0.3472992700729927;0.018114160862681368;0.24065236903923654;0.2691318976725682;0.2798912008339914;0.2781055263042725;0.25647426383382566;0.26485105153677885;0.014669421547696276;0.4421310806109652;0.4523152869872147;0.4196176468264931;0.43999920938337933;0.43623805829510515;0.4380602564206315;0.010648824341541676;0.36642335766423356;0.3700729927007299;0.32505478451424397;0.3316289262235208;0.34331628926223523;0.3472992700729927;0.018114160862681368;0.38906720245243753;0.39831147150355245;0.36019177061635127;0.3675309955883681;0.37698029627840085;0.37841634728782203;0.013870436202756855;335;300;256;272;270;286.6;28.096974926137513;6;8;10;11;9;8.8;1.7204650534085253;7;2;0;3;3;3.0;2.280350850198276;127;107;148;136;112;126.0;15.11290838985005;0.110406248012897;0.12215871545055901;0.08536878996227826;0.08581868976358642;0.09583523119646187;0.09991753487715652;0.014365178954810133;0.11547703947069118;0.12589468065407713;0.08965027163387564;0.09038208750778885;0.09978081324945298;0.10423697850317715;0.014282734076947934;0.5559781387347269;0.564571800674814;0.5632460497402416;0.5563389273400299;0.5590607269762311;0.5598391286932086;0.0035148216828588615;933.3360171318054;1.1641829013824463;0.3814252336448598;0.28931098263682165;0.45688282919191553;0.3814252336448598;0.4101726470911267;403;8;5;145;0.14868144814610118;0.1546746203349343;0.5774133310142947
