Natural Language Processing;LR_Count_Vectors_RandomUnder;0.7298771351513336;0.796308362670159;0.6176470588235293;0.6891317116219996;0.8546617915904936;0.5384615384615384;0.603448275862069;0.5691056910569107;readme_train.csv;readme_test.csv
Natural Language Processing;LR_TFIDF_RandomUnder;0.7256717610628309;0.7614244588932777;0.6470588235294118;0.6953912737775623;0.829981718464351;0.475;0.6551724137931034;0.5507246376811594;readme_train.csv;readme_test.csv
Natural Language Processing;SVC_Count_Vectors_RandomUnder;0.7043851763060633;0.8222879351419337;0.5117647058823529;0.6261175098996966;0.8619744058500914;0.5672514619883041;0.5574712643678161;0.5623188405797102;readme_train.csv;readme_test.csv
Natural Language Processing;SVC_TFIDF_RandomUnder;0.7355708720407551;0.7788929511643248;0.6441176470588236;0.7027353026297007;0.8665447897623401;0.57;0.6551724137931034;0.6096256684491977;readme_train.csv;readme_test.csv
Natural Language Processing;KNN_Count_Vectors_RandomUnder;0.7072720007991209;0.7167934948036699;0.65;0.6814238843232111;0.716636197440585;0.3068181818181818;0.6206896551724138;0.4106463878326997;readme_train.csv;readme_test.csv
Natural Language Processing;KNN_TFIDF_RandomUnder;0.6917690540405553;0.6849213011335289;0.6764705882352942;0.6797811061813682;0.7614259597806216;0.3644859813084112;0.6724137931034483;0.4727272727272727;readme_train.csv;readme_test.csv
Natural Language Processing;RandomForestClassifier_Count_Vectors_RandomUnder;0.7525122365398061;0.7611535938592405;0.7264705882352941;0.7403243761624032;0.8427787934186471;0.5036231884057971;0.7988505747126436;0.6177777777777778;readme_train.csv;readme_test.csv
Natural Language Processing;RandomForestClassifier_TFIDF_RandomUnder;0.7482569173908701;0.7625149495534892;0.7058823529411764;0.7305266795532342;0.8354661791590493;0.4889705882352941;0.764367816091954;0.5964125560538116;readme_train.csv;readme_test.csv
Natural Language Processing;Linear_SVC_Count_Vectors_RandomUnder;0.840145839576466;0.8711864801046584;0.8029411764705883;0.8293098674530839;0.9241316270566727;0.745945945945946;0.7931034482758621;0.7688022284122563;readme_train.csv;readme_test.csv
Natural Language Processing;Linear_SVC_TFIDF_RandomUnder;0.8881929877135152;0.8821700042499039;0.9088235294117647;0.8907034206176814;0.943327239488117;0.8043478260869565;0.8505747126436781;0.8268156424581005;readme_train.csv;readme_test.csv
Computer Vision;LR_Count_Vectors_RandomUnder;0.7637331201137172;0.8126522968657459;0.690854006273168;0.745256876113964;0.7330895795246801;0.9055555555555556;0.6698630136986301;0.7700787401574803;readme_train.csv;readme_test.csv
Computer Vision;LR_TFIDF_RandomUnder;0.7762651030561478;0.8043124695645375;0.7325990875392072;0.7657515567239759;0.7614259597806216;0.9064124783362218;0.7164383561643836;0.8003060443764346;readme_train.csv;readme_test.csv
Computer Vision;SVC_Count_Vectors_RandomUnder;0.7505952380952381;0.8521450089838181;0.6084901625320788;0.7083442244595615;0.7084095063985375;0.906930693069307;0.6273972602739726;0.7417004048582995;readme_train.csv;readme_test.csv
Computer Vision;SVC_TFIDF_RandomUnder;0.7756698649609097;0.808328681916886;0.7254562303963501;0.7636862713097937;0.7806215722120659;0.9166666666666666;0.7383561643835617;0.8179059180576631;readme_train.csv;readme_test.csv
Computer Vision;KNN_Count_Vectors_RandomUnder;0.7386727078891259;0.7500007250592869;0.7218634160250927;0.734371230679388;0.7568555758683729;0.9055944055944056;0.7095890410958904;0.7956989247311829;readme_train.csv;readme_test.csv
Computer Vision;KNN_TFIDF_RandomUnder;0.7273276474769013;0.7316342301955545;0.7195394924436841;0.7252304647300503;0.7705667276051188;0.8945634266886326;0.7438356164383562;0.81226626776365;readme_train.csv;readme_test.csv
Computer Vision;RandomForestClassifier_Count_Vectors_RandomUnder;0.8001190476190476;0.7976461299669761;0.8065868263473053;0.8014945178539469;0.8171846435100548;0.8978978978978979;0.8191780821917808;0.8567335243553008;readme_train.csv;readme_test.csv
Computer Vision;RandomForestClassifier_TFIDF_RandomUnder;0.7941577825159915;0.8029645372531716;0.783889364128885;0.7916173937321564;0.8162705667276051;0.9088098918083463;0.8054794520547945;0.8540305010893247;readme_train.csv;readme_test.csv
Computer Vision;Linear_SVC_Count_Vectors_RandomUnder;0.8837082444918265;0.8808345716323487;0.8973695466210436;0.8872070090230313;0.8903107861060329;0.9552238805970149;0.8767123287671232;0.9142857142857143;readme_train.csv;readme_test.csv
Computer Vision;Linear_SVC_TFIDF_RandomUnder;0.9242714996446338;0.9122861363359457;0.9462717422298261;0.9273893192055628;0.9360146252285192;0.9727793696275072;0.9301369863013699;0.9509803921568628;readme_train.csv;readme_test.csv
Sequential;LR_Count_Vectors_RandomUnder;0.4210752688172043;0.34758241758241765;0.35714285714285715;0.35195205815895475;0.70018281535649;0.07228915662650602;0.5454545454545454;0.1276595744680851;readme_train.csv;readme_test.csv
Sequential;LR_TFIDF_RandomUnder;0.45440860215053763;0.37116217116217115;0.2989010989010989;0.32642735042735044;0.7742230347349177;0.06060606060606061;0.3181818181818182;0.10181818181818182;readme_train.csv;readme_test.csv
Sequential;SVC_Count_Vectors_RandomUnder;0.546021505376344;0.05;0.015384615384615385;0.023529411764705882;0.9606946983546618;1.0;0.022727272727272728;0.044444444444444446;readme_train.csv;readme_test.csv
Sequential;SVC_TFIDF_RandomUnder;0.47354838709677427;0.4154901960784313;0.34395604395604396;0.36007326007326;0.8062157221206582;0.04838709677419355;0.20454545454545456;0.0782608695652174;readme_train.csv;readme_test.csv
