PipelineID;Pipeline;test_acc_mean;test_prec_mean;test_recall_mean;test_f1-score_mean;acc_overall;prec_overall;recall_overall;f1-score_overall;train_set;validation_set
1_General;LR_Count_Vectors_RandomUnder;0.5180471872507757;0.5195576959663456;0.49484886243019977;0.5066576933866112;0.5008591065292096;0.5009746588693957;0.4415807560137457;0.469406392694064;somef_data_train.csv;somef_data_test.csv
1_General;LR_TFIDF_RandomUnder;0.5545532285649747;0.5589816131665472;0.5176067192763856;0.5373685409847813;0.5670103092783505;0.5770750988142292;0.5017182130584192;0.5367647058823529;somef_data_train.csv;somef_data_test.csv
1_General;SVC_Count_Vectors_RandomUnder;0.5599208013903552;0.605076555238887;0.34364853015829067;0.43740694107513906;0.5489690721649485;0.6007067137809188;0.2920962199312715;0.39306358381502887;somef_data_train.csv;somef_data_test.csv
1_General;SVC_TFIDF_RandomUnder;0.5352221756107005;0.5389906246533809;0.4858092205454797;0.5108918973796995;0.5403780068728522;0.5488565488565489;0.4536082474226804;0.49670743179680155;somef_data_train.csv;somef_data_test.csv
1_General;KNN_Count_Vectors_RandomUnder;0.49871498181382334;0.4978864800301845;0.4149393142276986;0.45246700764125586;0.46048109965635736;0.451063829787234;0.3642611683848797;0.403041825095057;somef_data_train.csv;somef_data_test.csv
1_General;KNN_TFIDF_RandomUnder;0.4841070333712885;0.4695924017009987;0.2504361068807975;0.3263569228746133;0.4699312714776632;0.43859649122807015;0.21477663230240548;0.28835063437139563;somef_data_train.csv;somef_data_test.csv
58_Audio;LR_Count_Vectors_RandomUnder;0.6331707317073171;0.63986127257227;0.6138095238095238;0.6224875844161153;0.76;0.7407407407407407;0.8;0.7692307692307692;somef_data_train.csv;somef_data_test.csv
58_Audio;LR_TFIDF_RandomUnder;0.7321951219512195;0.7174914410208528;0.7719047619047619;0.7395924237574713;0.66;0.6538461538461539;0.68;0.6666666666666666;somef_data_train.csv;somef_data_test.csv
58_Audio;SVC_Count_Vectors_RandomUnder;0.603658536585366;0.6070032840722496;0.6119047619047618;0.5831969696969697;0.66;0.6052631578947368;0.92;0.7301587301587301;somef_data_train.csv;somef_data_test.csv
58_Audio;SVC_TFIDF_RandomUnder;0.7323170731707317;0.7038157494679234;0.8123809523809523;0.7520222446916077;0.7;0.6785714285714286;0.76;0.7169811320754718;somef_data_train.csv;somef_data_test.csv
58_Audio;KNN_Count_Vectors_RandomUnder;0.5795121951219512;0.650598086124402;0.4147619047619047;0.4932092638544251;0.56;0.5714285714285714;0.48;0.5217391304347826;somef_data_train.csv;somef_data_test.csv
58_Audio;KNN_TFIDF_RandomUnder;0.7134146341463414;0.6692987404752111;0.9104761904761904;0.7648470209339775;0.7;0.631578947368421;0.96;0.7619047619047619;somef_data_train.csv;somef_data_test.csv
58_Audio;RandomForestClassifier_Count_Vectors_RandomUnder;0.6337804878048781;0.6535714285714286;0.5847619047619048;0.6108815872087033;0.76;0.7241379310344828;0.84;0.7777777777777777;somef_data_train.csv;somef_data_test.csv
58_Audio;RandomForestClassifier_TFIDF_RandomUnder;0.7473170731707318;0.7472781954887219;0.7623809523809524;0.7519326772215089;0.64;0.64;0.64;0.64;somef_data_train.csv;somef_data_test.csv
58_Audio;SGDClassifier_Count_Vectors_RandomUnder;0.6135365853658536;0.6169326765188835;0.6538095238095238;0.6261998132586367;0.78;0.75;0.84;0.7924528301886793;somef_data_train.csv;somef_data_test.csv
58_Audio;SGDClassifier_TFIDF_RandomUnder;0.7171951219512196;0.7218346870520784;0.7423809523809524;0.7282310934059111;0.62;0.6363636363636364;0.56;0.5957446808510639;somef_data_train.csv;somef_data_test.csv
58_Audio;AdaBoostClassifier_Count_Vectors_RandomUnder;0.6190243902439024;0.6438461538461538;0.5542857142857143;0.5911424348009714;0.76;0.7241379310344828;0.84;0.7777777777777777;somef_data_train.csv;somef_data_test.csv
58_Audio;AdaBoostClassifier_TFIDF_RandomUnder;0.7273170731707317;0.7293939393939393;0.7423809523809524;0.7309637006971097;0.66;0.6538461538461539;0.68;0.6666666666666666;somef_data_train.csv;somef_data_test.csv
58_Audio;SVC_Count_Vectors_RandomUnder;0.5892682926829269;0.5934931734931734;0.5842857142857143;0.5830552615085215;0.7;0.7272727272727273;0.64;0.6808510638297872;somef_data_train.csv;somef_data_test.csv
58_Audio;SVC_TFIDF_RandomUnder;0.7371951219512195;0.7264999999999999;0.781904761904762;0.748298265042451;0.66;0.6666666666666666;0.64;0.6530612244897959;somef_data_train.csv;somef_data_test.csv
58_Audio;SVC_Count_Vectors_RandomUnder;0.6824390243902438;0.76;0.5333333333333334;0.6205555555555555;0.74;0.8333333333333334;0.6;0.6976744186046512;somef_data_train.csv;somef_data_test.csv
58_Audio;SVC_TFIDF_RandomUnder;0.7519512195121952;0.8314102564102563;0.6333333333333334;0.7129269350216265;0.72;0.8235294117647058;0.56;0.6666666666666666;somef_data_train.csv;somef_data_test.csv
58_Audio;LR_Count_Vectors_RandomUnder;0.8214634146341464;0.8465079365079365;0.7919047619047619;0.8148816224425982;0.92;0.92;0.92;0.92;readme_train.csv;readme_test.csv
58_Audio;LR_TFIDF_RandomUnder;0.8908536585365855;0.850368906455863;0.9504761904761905;0.8964270613107823;0.92;0.8888888888888888;0.96;0.923076923076923;readme_train.csv;readme_test.csv
58_Audio;SVC_Count_Vectors_RandomUnder;0.7918292682926829;0.7285714285714286;0.9304761904761906;0.815104954009762;0.78;0.7058823529411765;0.96;0.8135593220338982;readme_train.csv;readme_test.csv
