PipelineID;Pipeline;test_acc_mean;test_prec_mean;test_recall_mean;test_f1-score_mean;acc_overall;prec_overall;recall_overall;f1-score_overall;train_set;validation_set
Sequential_No_general_in_negativ_samples_structured;LR_Count_Vectors_RandomUnder;0.6300617102556568;0.6539830318101887;0.6646341463414634;0.6441338119777856;0.7708333333333334;0.08064516129032258;0.8695652173913043;0.14760147601476015;readme_semantic_web_train.csv;readme_semantic_web_test.csv
Sequential_No_general_in_negativ_samples_structured;LR_TFIDF_RandomUnder;0.6832794593006171;0.7193996348191958;0.7185365853658536;0.7005012010502206;0.8968253968253969;0.15966386554621848;0.8260869565217391;0.2676056338028169;readme_semantic_web_train.csv;readme_semantic_web_test.csv
Sequential_No_general_in_negativ_samples_structured;SVC_Count_Vectors_RandomUnder;0.6223038495445196;0.7706552706552706;0.40256097560975607;0.5011178674368297;0.871031746031746;0.1258741258741259;0.782608695652174;0.21686746987951808;readme_semantic_web_train.csv;readme_semantic_web_test.csv
Sequential_No_general_in_negativ_samples_structured;SVC_TFIDF_RandomUnder;0.6880399647369968;0.7298207940281719;0.6939024390243903;0.6949706480674223;0.8998015873015873;0.1694915254237288;0.8695652173913043;0.28368794326241137;readme_semantic_web_train.csv;readme_semantic_web_test.csv
Sequential_No_general_in_negativ_samples_structured;KNN_Count_Vectors_RandomUnder;0.5255069056714663;0.5739071680376029;0.28475609756097564;0.36577447552447556;0.8660714285714286;0.09420289855072464;0.5652173913043478;0.16149068322981366;readme_semantic_web_train.csv;readme_semantic_web_test.csv
Sequential_No_general_in_negativ_samples_structured;KNN_TFIDF_RandomUnder;0.5864237437555099;0.5980059353644259;0.7036585365853659;0.6333886071346363;0.6507936507936508;0.058981233243967826;0.9565217391304348;0.11111111111111109;readme_semantic_web_train.csv;readme_semantic_web_test.csv
Sequential_No_general_in_negativ_samples_structured;RandomForestClassifier_Count_Vectors_RandomUnder;0.5789303555686159;0.6084855206810282;0.6092682926829268;0.5831747219345893;0.7043650793650794;0.06349206349206349;0.8695652173913043;0.11834319526627218;readme_semantic_web_train.csv;readme_semantic_web_test.csv
Sequential_No_general_in_negativ_samples_structured;RandomForestClassifier_TFIDF_RandomUnder;0.600852189244784;0.6098503922641852;0.6786585365853659;0.6274428110589101;0.7033730158730159;0.06309148264984227;0.8695652173913043;0.11799410029498526;readme_semantic_web_train.csv;readme_semantic_web_test.csv
Sequential_No_general_in_negativ_samples_structured;Linear_SVC_Count_Vectors_RandomUnder;0.6082574199235969;0.6221989121989122;0.6254878048780489;0.6143643199867215;0.7390873015873016;0.0683453237410072;0.8260869565217391;0.12624584717607973;readme_semantic_web_train.csv;readme_semantic_web_test.csv
Sequential_No_general_in_negativ_samples_structured;Linear_SVC_TFIDF_RandomUnder;0.6833970026447252;0.713744500196113;0.7190243902439024;0.7016653869725888;0.8531746031746031;0.12574850299401197;0.9130434782608695;0.22105263157894733;readme_semantic_web_train.csv;readme_semantic_web_test.csv
Natural Language Processing_No_general_in_negativ_samples_structured;LR_Count_Vectors_RandomUnder;0.8547949394182623;0.8442055044785539;0.8687217237941877;0.8530726137567939;0.8462301587301587;0.979874213836478;0.8485838779956427;0.9095154699357851;readme_semantic_web_train.csv;readme_semantic_web_test.csv
Natural Language Processing_No_general_in_negativ_samples_structured;LR_TFIDF_RandomUnder;0.8862783319955663;0.8703803050683842;0.9057510927076144;0.8834376391956813;0.9017857142857143;0.989247311827957;0.9019607843137255;0.9435897435897437;readme_semantic_web_train.csv;readme_semantic_web_test.csv
Natural Language Processing_No_general_in_negativ_samples_structured;SVC_Count_Vectors_RandomUnder;0.811586973970875;0.7701879080719509;0.889809063722107;0.8230988527426966;0.875;0.9669811320754716;0.8932461873638344;0.928652321630804;readme_semantic_web_train.csv;readme_semantic_web_test.csv
Natural Language Processing_No_general_in_negativ_samples_structured;SVC_TFIDF_RandomUnder;0.8838130183847417;0.8728618790890998;0.8971167855225826;0.8808025384232467;0.8938492063492064;0.9903264812575574;0.8921568627450981;0.9386819484240688;readme_semantic_web_train.csv;readme_semantic_web_test.csv
Natural Language Processing_No_general_in_negativ_samples_structured;KNN_Count_Vectors_RandomUnder;0.6966670488858313;0.6886718857520678;0.7497584541062803;0.6893239350423972;0.8452380952380952;0.9399538106235565;0.8867102396514162;0.9125560538116592;readme_semantic_web_train.csv;readme_semantic_web_test.csv
Natural Language Processing_No_general_in_negativ_samples_structured;KNN_TFIDF_RandomUnder;0.8269865841073271;0.902078988644206;0.7339391150985354;0.8004403185725806;0.7996031746031746;0.9877384196185286;0.789760348583878;0.8777239709443099;readme_semantic_web_train.csv;readme_semantic_web_test.csv
Natural Language Processing_No_general_in_negativ_samples_structured;RandomForestClassifier_Count_Vectors_RandomUnder;0.8307323319191224;0.8402019442663307;0.8144314086343071;0.8232928587176847;0.8482142857142857;0.9799247176913425;0.8507625272331155;0.9107871720116618;readme_semantic_web_train.csv;readme_semantic_web_test.csv
Natural Language Processing_No_general_in_negativ_samples_structured;RandomForestClassifier_TFIDF_RandomUnder;0.869630776287123;0.8845856212595022;0.8502185415228893;0.8622273116685422;0.8819444444444444;0.9901840490797545;0.8790849673202614;0.9313329486439699;readme_semantic_web_train.csv;readme_semantic_web_test.csv
Natural Language Processing_No_general_in_negativ_samples_structured;Linear_SVC_Count_Vectors_RandomUnder;0.843060811069067;0.8344327430617385;0.856337704163791;0.8406782788636209;0.8501984126984127;0.978776529338327;0.8540305010893247;0.9121582315299592;readme_semantic_web_train.csv;readme_semantic_web_test.csv
