Category;F1 score;PipelineID;Pipeline;Validation set;Training dataset;Validation dataset
Graphs;0.7776912089339048;2_Graphs;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f3b2bdf0700>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('linearsvc', LinearSVC(random_state=42))];data/readme_test.csv;data/merged_abstracts_readme_train.csv
Reinforcement Learning;0.8917633968085374;6_Reinforcement Learning;[('vectorizer', CountVectorizer(tokenizer=<function word_tokenize at 0x7f3b2bdf0700>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('multinomialnb', MultinomialNB())];data/readme_test.csv;data/merged_abstracts_readme_train.csv
Reinforcement Learning;0.879457235684038;5_Reinforcement Learning;[('tfidf', TfidfVectorizer(tokenizer=<function word_tokenize at 0x7f3b2bdf0700>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('multinomualnb', MultinomialNB())];data/readme_test.csv;data/merged_abstracts_readme_train.csv
