PipelineID;Pipeline;test_acc_mean;test_prec_mean;test_recall_mean;test_f1-score_mean;acc_overall;prec_overall;recall_overall;f1-score_overall;train_set;validation_set
1_General;LR_Count_Vectors_RandomUnder;0.5040823241426682;0.5043390085271497;0.47080345193594536;0.4868545258245221;0.5120274914089347;0.5134099616858238;0.46048109965635736;0.48550724637681153;somef_data_train.csv;somef_data_test.csv
1_General;LR_TFIDF_RandomUnder;0.5678715488906201;0.5725203405598933;0.5352226683280261;0.5531866985540114;0.5738831615120275;0.5843137254901961;0.5120274914089347;0.5457875457875457;somef_data_train.csv;somef_data_test.csv
1_General;SVC_Count_Vectors_RandomUnder;0.559276794069785;0.6152721243200154;0.3187152152845078;0.41898135521879903;0.5541237113402062;0.6235294117647059;0.27319587628865977;0.37992831541218636;somef_data_train.csv;somef_data_test.csv
1_General;SVC_TFIDF_RandomUnder;0.5470388110066706;0.5536309274683925;0.4866823572846001;0.5178196417401194;0.5257731958762887;0.5308641975308642;0.44329896907216493;0.4831460674157303;somef_data_train.csv;somef_data_test.csv
1_General;KNN_Count_Vectors_RandomUnder;0.4806680250595834;0.4768301735880648;0.39175596474225854;0.4290108724318178;0.48281786941580757;0.4790794979079498;0.39347079037800686;0.4320754716981132;somef_data_train.csv;somef_data_test.csv
1_General;KNN_TFIDF_RandomUnder;0.48904265568888505;0.48197070411310905;0.29294845170520095;0.36109200327916685;0.4690721649484536;0.44375;0.24398625429553264;0.31485587583148555;somef_data_train.csv;somef_data_test.csv
1_General;RandomForestClassifier_Count_Vectors_RandomUnder;0.5088086556059063;0.5097058107108713;0.45706400849139317;0.48169451420663256;0.5051546391752577;0.5059288537549407;0.43986254295532645;0.47058823529411764;somef_data_train.csv;somef_data_test.csv
1_General;RandomForestClassifier_TFIDF_RandomUnder;0.5317893907054577;0.5340735844952984;0.4957127693940652;0.5139417560916204;0.5120274914089347;0.5141700404858299;0.436426116838488;0.4721189591078067;somef_data_train.csv;somef_data_test.csv
1_General;SGDClassifier_Count_Vectors_RandomUnder;0.5221260539454092;0.5226574305752453;0.5077603950343809;0.5140191624636771;0.5309278350515464;0.5447761194029851;0.37628865979381443;0.4451219512195122;somef_data_train.csv;somef_data_test.csv
1_General;SGDClassifier_TFIDF_RandomUnder;0.5287830243911434;0.5286923177405605;0.5360727306290092;0.5312629481551906;0.5137457044673539;0.5153846153846153;0.46048109965635736;0.4863883847549909;somef_data_train.csv;somef_data_test.csv
1_General;AdaBoostClassifier_Count_Vectors_RandomUnder;0.5042966859208106;0.505354655456916;0.4260990354884859;0.4605640853300179;0.538659793814433;0.5496688741721855;0.42783505154639173;0.4811594202898551;somef_data_train.csv;somef_data_test.csv
1_General;AdaBoostClassifier_TFIDF_RandomUnder;0.5115960502113653;0.5128374791478314;0.4690756380082145;0.4899509458236385;0.5163230240549829;0.5189620758483033;0.44673539518900346;0.4801477377654663;somef_data_train.csv;somef_data_test.csv
1_General;SVC_Count_Vectors_RandomUnder;0.4856135587282123;0.4851267845900026;0.46136416078268494;0.47268302287444863;0.4845360824742268;0.48398576512455516;0.46735395189003437;0.4755244755244755;somef_data_train.csv;somef_data_test.csv
1_General;SVC_TFIDF_RandomUnder;0.5382306163938356;0.5409632380355174;0.5021459227467812;0.5206743558619155;0.5352233676975945;0.5393474088291746;0.48281786941580757;0.5095194922937444;somef_data_train.csv;somef_data_test.csv
1_General;SVC_Count_Vectors_RandomUnder;0.5446748385371768;0.5411769537684163;0.5885033919424062;0.5637338411178391;0.5360824742268041;0.5342019543973942;0.563573883161512;0.548494983277592;somef_data_train.csv;somef_data_test.csv
1_General;SVC_TFIDF_RandomUnder;0.5680886766271902;0.5659305597757095;0.582487424431215;0.5739999143895431;0.5721649484536082;0.5709459459459459;0.5807560137457045;0.575809199318569;somef_data_train.csv;somef_data_test.csv
1_General;LR_Count_Vectors_RandomUnder;0.57732190685174;0.5816818382857972;0.5541363237805159;0.5668764460885909;0.5601374570446735;0.5678294573643411;0.5034364261168385;0.5336976320582878;readme_train.csv;readme_test.csv
1_General;LR_TFIDF_RandomUnder;0.6340217496531028;0.6489868598132107;0.5846204254926393;0.6149614693790562;0.6348797250859106;0.656686626746507;0.5652920962199313;0.6075715604801478;readme_train.csv;readme_test.csv
1_General;SVC_Count_Vectors_RandomUnder;0.622208110712096;0.6681131003243506;0.48924546587290596;0.563508481837958;0.5884879725085911;0.6323907455012854;0.422680412371134;0.5066941297631308;readme_train.csv;readme_test.csv
1_General;SVC_TFIDF_RandomUnder;0.6131885507760819;0.6292559458079249;0.5511246481148184;0.5874408835721814;0.602233676975945;0.6242171189979123;0.5137457044673539;0.5636192271442036;readme_train.csv;readme_test.csv
1_General;KNN_Count_Vectors_RandomUnder;0.5032246465335625;0.5034453147809146;0.4707960681157414;0.48638303786913006;0.5137457044673539;0.5148698884758365;0.47594501718213056;0.49464285714285716;readme_train.csv;readme_test.csv
1_General;KNN_TFIDF_RandomUnder;0.5672300770319423;0.5821633897185919;0.47426369467903456;0.5218627114691744;0.5403780068728522;0.5532879818594104;0.41924398625429554;0.47702834799609;readme_train.csv;readme_test.csv
1_General;RandomForestClassifier_Count_Vectors_RandomUnder;0.5717399722482172;0.5773392498003347;0.5373768978725368;0.5564875363744515;0.5592783505154639;0.5667311411992263;0.5034364261168385;0.5332120109190172;readme_train.csv;readme_test.csv
