PipelineID;Pipeline;time;Acc;Pr;R;F1;test_tp_mean;test_tn_mean;test_fp_mean;test_fn_mean
Audio;LSVC_TFIDF_RU;0.1562960624694824;0.9263157894736842;0.9327777777777777;0.9133333333333333;0.9224836601307189;9.0;8.8;0.8;0.6
Computer Vision;SVC_TFIDF_RU;113.35960307121277;0.920281690140845;0.901082064324205;0.944225352112676;0.9221080955735287;318.2;335.2;19.8;36.8
Graphs;SVC_TFIDF_RU;0.8945370197296143;0.9508503401360544;0.9913043478260869;0.9093333333333333;0.9479416062110657;24.2;22.2;2.2;0.2
Natural Language Processing;LSVC_TFIDF_RU;0.724439287185669;0.9409356725146198;0.9455237084321592;0.9370471633629528;0.940844103265156;72.0;71.4;4.8;4.2
Reinforcement Learning;RFC_TFIDF_RU;1.3513832569122315;0.9707096004770424;0.9904713114754099;0.9506730769230769;0.969999261720192;61.6;64.2;0.6;3.2
Sequential;LR_TFIDF_RU;0.30643410682678224;0.776923076923077;0.7298976608187134;0.9192307692307693;0.8073341543513959;11.6;8.0;4.6;1.0
