;PipelineID;Pipeline;Train dataset;Validation dataset;fit_time_cv1;fit_time_cv2;fit_time_cv3;fit_time_cv4;fit_time_cv5;fit_time_mean;score_time_cv1;score_time_cv2;score_time_cv3;score_time_cv4;score_time_cv5;score_time_mean;test_acc_cv1;test_acc_cv2;test_acc_cv3;test_acc_cv4;test_acc_cv5;test_acc_mean;test_prec_cv1;test_prec_cv2;test_prec_cv3;test_prec_cv4;test_prec_cv5;test_prec_mean;test_recall_cv1;test_recall_cv2;test_recall_cv3;test_recall_cv4;test_recall_cv5;test_recall_mean;test_f1-score_cv1;test_f1-score_cv2;test_f1-score_cv3;test_f1-score_cv4;test_f1-score_cv5;test_f1-score_mean;test_tp_cv1;test_tp_cv2;test_tp_cv3;test_tp_cv4;test_tp_cv5;test_tp_mean;test_tn_cv1;test_tn_cv2;test_tn_cv3;test_tn_cv4;test_tn_cv5;test_tn_mean;test_fp_cv1;test_fp_cv2;test_fp_cv3;test_fp_cv4;test_fp_cv5;test_fp_mean;test_fn_cv1;test_fn_cv2;test_fn_cv3;test_fn_cv4;test_fn_cv5;test_fn_mean;acc_overall;prec_overall;recall_overall;f1-score_overall;tp_overall;tn_overall;fp_overall;fn_overall
0;Audio_Preprocessed_Structures_Random_Undersamples;LR_Count_Vectors_RandomUnder;readme_train.csv;readme_test.csv;31.247279405593872;31.174954175949097;33.31265711784363;27.731221914291382;29.275861024856567;30.54839472770691;0.0061872005462646484;0.006695270538330078;0.003210306167602539;0.01594257354736328;0.0073621273040771484;0.007879495620727539;0.9759188846641318;0.9721166032953105;0.9784263959390863;0.9746192893401016;0.9403553299492385;0.9682873006375738;0.9782886334610472;0.9806949806949807;0.9857697283311773;0.9782608695652174;0.9838926174496644;0.9813813659004174;0.9973958333333334;0.9908972691807543;0.9921875;0.99609375;0.9544270833333334;0.9862002871694842;0.9877498388136685;0.9857697283311773;0.9889682024659312;0.9870967741935485;0.9689358889623265;0.9837040865533304;766;762;762;765;733;757.6;4;5;9;3;8;5.8;17;15;11;17;12;14.4;2;7;6;3;35;10.6;0.9848130841121495;0.9882422104644327;0.996443390634262;0.9923258559622197;1681;5;20;6
0;Audio_Preprocessed_Structures_Random_Undersamples;LR_TFIDF_RandomUnder;readme_train.csv;readme_test.csv;0.1521015167236328;0.14205145835876465;0.10799241065979004;0.16611886024475098;0.2019200325012207;0.15403685569763184;0.004342079162597656;0.0033402442932128906;0.0048558712005615234;0.009531497955322266;0.005576372146606445;0.005529212951660156;0.9746514575411914;0.9746514575411914;0.9746192893401016;0.9758883248730964;0.9733502538071066;0.9746321566205374;0.9746192893401016;0.9746514575411914;0.9746192893401016;0.9758576874205845;0.974587039390089;0.9748669526064135;1.0;1.0;1.0;1.0;0.9986979166666666;0.9997395833333333;0.987146529562982;0.9871630295250322;0.987146529562982;0.9877813504823152;0.9864951768488747;0.9871465231964371;768;769;768;768;767;768.0;1;0;0;1;0;0.4;20;20;20;19;20;19.8;0;0;0;0;1;0.2;0.9853971962616822;0.9853971962616822;1.0;0.9926448955575169;1687;0;25;0
0;Audio_Preprocessed_Structures_Random_Undersamples;SVC_Count_Vectors_RandomUnder;readme_train.csv;readme_test.csv;4.709528923034668;5.970457077026367;6.201211214065552;4.5399909019470215;5.118372440338135;5.307912111282349;1.0477097034454346;0.8588845729827881;0.8143348693847656;1.11643648147583;1.028672695159912;0.973207664489746;0.9746514575411914;0.9746514575411914;0.9771573604060914;0.9758883248730964;0.9644670050761421;0.9733631210875426;0.9746192893401016;0.9746514575411914;0.9770992366412213;0.9758576874205845;0.9792746113989638;0.9763004564684126;1.0;1.0;1.0;1.0;0.984375;0.996875;0.987146529562982;0.9871630295250322;0.9884169884169884;0.9877813504823152;0.9818181818181819;0.9864652159610999;768;769;768;768;756;765.8;1;0;2;1;4;1.6;20;20;18;19;16;18.6;0;0;0;0;12;2.4;0.9853971962616822;0.9853971962616822;1.0;0.9926448955575169;1687;0;25;0
0;Audio_Preprocessed_Structures_Random_Undersamples;SVC_TFIDF_RandomUnder;readme_train.csv;readme_test.csv;4.9369049072265625;6.050290822982788;4.988635540008545;6.055205821990967;5.869845628738403;5.580176544189453;1.1094157695770264;0.9641742706298828;1.1610424518585205;0.9547114372253418;1.1125783920288086;1.060384464263916;0.9746514575411914;0.9721166032953105;0.9746192893401016;0.9746192893401016;0.9428934010152284;0.9677800081063868;0.9746192893401016;0.975796178343949;0.9770408163265306;0.9758269720101781;0.9800796812749004;0.976672587459132;1.0;0.9960988296488946;0.9973958333333334;0.9986979166666666;0.9609375;0.9906260159297788;0.987146529562982;0.9858429858429858;0.9871134020618557;0.9871299871299871;0.9704142011834319;0.9835294211562484;768;766;766;767;738;761.0;1;1;2;1;5;2.0;20;19;18;19;15;18.2;0;3;2;1;30;7.2;0.985981308411215;0.9859731151373465;1.0;0.9929370217775162;1687;1;24;0
0;Audio_Preprocessed_Structures_Random_Undersamples;KNN_Count_Vectors_RandomUnder;readme_train.csv;readme_test.csv;0.006500959396362305;0.008878707885742188;0.012121438980102539;0.014461278915405273;0.014642953872680664;0.011321067810058594;0.5923635959625244;0.5968897342681885;0.5926847457885742;0.5942106246948242;0.5940957069396973;0.5940488815307617;0.9721166032953105;0.9695817490494296;0.9708121827411168;0.9746192893401016;0.9403553299492385;0.9654970308750395;0.9745547073791349;0.9757343550446999;0.9781771501925546;0.9770408163265306;0.9774834437086093;0.9765980945303058;0.9973958333333334;0.9934980494148244;0.9921875;0.9973958333333334;0.9609375;0.9882829432162982;0.9858429858429858;0.9845360824742267;0.9851325145442793;0.9871134020618557;0.96913985554826;0.9823529680943215;766;764;762;766;738;759.2;1;1;3;2;3;2.0;20;19;17;18;17;18.2;2;5;6;2;30;9.0;0.9801401869158879;0.9853200234879624;0.994665085951393;0.9899705014749263;1678;0;25;9
0;Audio_Preprocessed_Structures_Random_Undersamples;KNN_TFIDF_RandomUnder;readme_train.csv;readme_test.csv;0.008915424346923828;0.009749174118041992;0.010292530059814453;0.0053863525390625;0.007363557815551758;0.008341407775878907;0.45860719680786133;0.4527599811553955;0.4402480125427246;0.42543506622314453;0.4540219306945801;0.4462144374847412;0.9721166032953105;0.9695817490494296;0.9733502538071066;0.9746192893401016;0.9365482233502538;0.9652432237684405;0.9745547073791349;0.9769526248399488;0.9806949806949807;0.9770408163265306;0.9812332439678284;0.9780952746416848;0.9973958333333334;0.9921976592977894;0.9921875;0.9973958333333334;0.953125;0.9864603651928914;0.9858429858429858;0.984516129032258;0.9864077669902913;0.9871134020618557;0.9669749009247027;0.9821710369704186;766;763;762;766;732;757.8;1;2;5;2;6;3.2;20;18;15;18;14;17.0;2;6;6;2;36;10.4;0.9795560747663551;0.9853113983548766;0.99407231772377;0.98967246975509;1677;0;25;10
0;Audio_Preprocessed_Structures_Random_Undersamples;RandomForestClassifier_Count_Vectors_RandomUnder;readme_train.csv;readme_test.csv;34.32145667076111;33.92941069602966;35.15617299079895;35.02410364151001;19.76865792274475;31.639960384368898;0.2915925979614258;0.31525325775146484;0.048187255859375;0.06696224212646484;0.4161839485168457;0.22763586044311523;0.973384030418251;0.9721166032953105;0.9708121827411168;0.9746192893401016;0.9441624365482234;0.9670189084686006;0.974587039390089;0.975796178343949;0.9769526248399488;0.9758269720101781;0.9788359788359788;0.9763997586840288;0.9986979166666666;0.9960988296488946;0.9934895833333334;0.9986979166666666;0.9635416666666666;0.9901051825964456;0.9864951768488747;0.9858429858429858;0.9851517107811492;0.9871299871299871;0.9711286089238844;0.9831496939053762;767;766;763;767;740;760.6;1;1;2;1;4;1.8;20;19;18;19;16;18.4;1;3;5;1;28;7.6;0.9836448598130841;0.9859402460456942;0.997628927089508;0.9917501473187978;1683;1;24;4
0;Audio_Preprocessed_Structures_Random_Undersamples;RandomForestClassifier_TFIDF_RandomUnder;readme_train.csv;readme_test.csv;4.061162948608398;4.3056862354278564;4.436082601547241;4.3261213302612305;3.6846256256103516;4.1627357482910154;0.21113991737365723;0.10120391845703125;0.0285642147064209;0.12006831169128418;0.2912631034851074;0.15044789314270018;0.973384030418251;0.973384030418251;0.9708121827411168;0.9746192893401016;0.9416243654822335;0.9667647796799909;0.974587039390089;0.9770408163265306;0.9769526248399488;0.9758269720101781;0.9787798408488063;0.9766374586831106;0.9986979166666666;0.9960988296488946;0.9934895833333334;0.9986979166666666;0.9609375;0.9895843492631122;0.9864951768488747;0.9864777849323888;0.9851517107811492;0.9871299871299871;0.9697766097240472;0.9830062538832894;767;766;763;767;738;760.2;1;2;2;1;4;2.0;20;18;18;19;16;18.2;1;3;5;1;30;8.0;0.9848130841121495;0.9870967741935484;0.997628927089508;0.9923349056603773;1683;3;22;4
0;Audio_Preprocessed_Structures_Random_Undersamples;SGDClassifier_Count_Vectors_RandomUnder;readme_train.csv;readme_test.csv;0.1420133113861084;0.144913911819458;0.1707935333251953;0.18756532669067383;0.13912582397460938;0.156882381439209;0.009489059448242188;0.008331060409545898;0.005255699157714844;0.005747795104980469;0.00552058219909668;0.006868839263916016;0.9619771863117871;0.9708491761723701;0.9708121827411168;0.9746192893401016;0.9314720812182741;0.96194598315673;0.9817232375979112;0.9819121447028424;0.9806451612903225;0.9869791666666666;0.9811320754716981;0.9824783571458882;0.9791666666666666;0.988296488946684;0.9895833333333334;0.9869791666666666;0.9479166666666666;0.9783884644560035;0.9804432855280314;0.9850939727802981;0.9850939727802982;0.9869791666666666;0.9642384105960263;0.980369761670264;752;760;760;758;728;751.6;7;6;5;10;6;6.8;14;14;15;10;14;13.4;16;9;8;10;40;16.6;0.9830607476635514;0.9853629976580797;0.997628927089508;0.9914580265095729;1683;0;25;4
0;Audio_Preprocessed_Structures_Random_Undersamples;SGDClassifier_TFIDF_RandomUnder;readme_train.csv;readme_test.csv;0.08386826515197754;0.11966848373413086;0.12169194221496582;0.0900871753692627;0.11368751525878906;0.1058006763458252;0.006779193878173828;0.005507230758666992;0.0071489810943603516;0.006973743438720703;0.0075473785400390625;0.006791305541992187;0.9797211660329531;0.9721166032953105;0.9809644670050761;0.9784263959390863;0.934010152284264;0.969047756911338;0.9808184143222506;0.9806949806949807;0.9845559845559846;0.979565772669221;0.9864130434782609;0.9824096391441396;0.9986979166666666;0.9908972691807543;0.99609375;0.9986979166666666;0.9453125;0.9859398705028175;0.9896774193548387;0.9857697283311773;0.9902912621359223;0.9890393294648614;0.9654255319148937;0.9840406542403386;767;762;765;767;726;757.4;6;5;8;4;10;6.6;15;15;12;16;10;13.6;1;7;3;1;42;10.8;0.9830607476635514;0.9882214369846879;0.994665085951393;0.9914327917282127;1678;5;20;9
