;mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_lr__C;param_lr__penalty;params;split0_test_accuracy;split1_test_accuracy;split2_test_accuracy;split3_test_accuracy;split4_test_accuracy;mean_test_accuracy;std_test_accuracy;rank_test_accuracy;split0_train_accuracy;split1_train_accuracy;split2_train_accuracy;split3_train_accuracy;split4_train_accuracy;mean_train_accuracy;std_train_accuracy;split0_test_f1_macro;split1_test_f1_macro;split2_test_f1_macro;split3_test_f1_macro;split4_test_f1_macro;mean_test_f1_macro;std_test_f1_macro;rank_test_f1_macro;split0_train_f1_macro;split1_train_f1_macro;split2_train_f1_macro;split3_train_f1_macro;split4_train_f1_macro;mean_train_f1_macro;std_train_f1_macro;split0_test_f1_weighted;split1_test_f1_weighted;split2_test_f1_weighted;split3_test_f1_weighted;split4_test_f1_weighted;mean_test_f1_weighted;std_test_f1_weighted;rank_test_f1_weighted;split0_train_f1_weighted;split1_train_f1_weighted;split2_train_f1_weighted;split3_train_f1_weighted;split4_train_f1_weighted;mean_train_f1_weighted;std_train_f1_weighted;split0_test_recall_macro;split1_test_recall_macro;split2_test_recall_macro;split3_test_recall_macro;split4_test_recall_macro;mean_test_recall_macro;std_test_recall_macro;rank_test_recall_macro;split0_train_recall_macro;split1_train_recall_macro;split2_train_recall_macro;split3_train_recall_macro;split4_train_recall_macro;mean_train_recall_macro;std_train_recall_macro;split0_test_recall_weighted;split1_test_recall_weighted;split2_test_recall_weighted;split3_test_recall_weighted;split4_test_recall_weighted;mean_test_recall_weighted;std_test_recall_weighted;rank_test_recall_weighted;split0_train_recall_weighted;split1_train_recall_weighted;split2_train_recall_weighted;split3_train_recall_weighted;split4_train_recall_weighted;mean_train_recall_weighted;std_train_recall_weighted;split0_test_precision_macro;split1_test_precision_macro;split2_test_precision_macro;split3_test_precision_macro;split4_test_precision_macro;mean_test_precision_macro;std_test_precision_macro;rank_test_precision_macro;split0_train_precision_macro;split1_train_precision_macro;split2_train_precision_macro;split3_train_precision_macro;split4_train_precision_macro;mean_train_precision_macro;std_train_precision_macro;split0_test_precision_weighted;split1_test_precision_weighted;split2_test_precision_weighted;split3_test_precision_weighted;split4_test_precision_weighted;mean_test_precision_weighted;std_test_precision_weighted;rank_test_precision_weighted;split0_train_precision_weighted;split1_train_precision_weighted;split2_train_precision_weighted;split3_train_precision_weighted;split4_train_precision_weighted;mean_train_precision_weighted;std_train_precision_weighted
0;2.0864007472991943;0.08719399998767417;0.0;0.0;1;l1;{'lr__C': 1, 'lr__penalty': 'l1'};-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0
1;3.62776517868042;0.35466578917086444;0.5066771030426025;0.025053467242660023;1;l2;{'lr__C': 1, 'lr__penalty': 'l2'};0.8839779005524862;0.8642659279778393;0.9085872576177285;0.8864265927977839;0.8698060941828255;0.8826127546257327;0.015438266680122489;7;0.8961218836565097;0.9044982698961938;0.8934256055363322;0.8920415224913495;0.8982698961937716;0.8968714355548315;0.004379222008409945;0.7873804329585501;0.7465940835183726;0.8383077486868358;0.7879664780459852;0.7569371821502757;0.7834371850720039;0.03195780573534737;7;0.8060669006518159;0.8258707770978289;0.80092145285382;0.7976219547230521;0.8122781233733466;0.8085518417399726;0.009976882215491995;0.8697258151697742;0.8465673172258059;0.9000237880421157;0.8716175511481231;0.8528298757063851;0.8681528694584408;0.018606256106493864;7;0.8825770284891371;0.893485562356979;0.8793386787318886;0.8775007177286532;0.885696457018597;0.883719688865051;0.005629465727937568;0.7414900888585099;0.7065789473684211;0.7925438596491228;0.7399122807017544;0.7149122807017544;0.7390874914559126;0.030017602521465375;7;0.7544956140350877;0.7749712395743458;0.7499424791486914;0.7466637906241013;0.7614178889847569;0.7574982024733966;0.010041513235444131;0.8839779005524862;0.8642659279778393;0.9085872576177285;0.8864265927977839;0.8698060941828255;0.8826127546257327;0.015438266680122489;7;0.8961218836565097;0.9044982698961938;0.8934256055363322;0.8920415224913495;0.8982698961937716;0.8968714355548315;0.004379222008409945;0.9026669705949396;0.8563067367415194;0.9293603469304784;0.9137999681477942;0.870680044593088;0.8945628134015638;0.02713126563070583;7;0.9389532568880394;0.9433580345384058;0.9346336584146036;0.9338665290677675;0.9373189765499457;0.9376260910917523;0.00339999482375237;0.8887836614205457;0.8621847260291197;0.9130997639103858;0.8935842951861258;0.8700346183183711;0.8855374129729097;0.018003656634879454;7;0.907321606692316;0.91404646861587;0.9043176018918224;0.9032046497953276;0.9082324626361139;0.9074245579262901;0.0037940429779164094
2;2.0752677440643312;0.06096812955601941;0.0;0.0;2;l1;{'lr__C': 2, 'lr__penalty': 'l1'};-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0
3;4.017167806625366;0.330832884135749;0.4814413547515869;0.016384107303693357;2;l2;{'lr__C': 2, 'lr__penalty': 'l2'};0.914364640883978;0.8753462603878116;0.9307479224376731;0.9058171745152355;0.8781163434903048;0.9008784683430007;0.021300046606761977;6;0.96398891966759;0.9619377162629758;0.9577854671280277;0.9584775086505191;0.9577854671280277;0.9599950157674282;0.002521602340130248;0.8537945410722427;0.776611982783515;0.8847926267281105;0.8323224043715847;0.791087962962963;0.8277219035836831;0.03978010578904767;6;0.9422462196378851;0.938840968048013;0.9317953729646747;0.9330059096978389;0.9317953729646747;0.9355367686626173;0.00425054812006021;0.9078657031359376;0.8625930828639232;0.9269183144618762;0.8965918895599655;0.8691520467836258;0.8926242073610657;0.023987255941706895;6;0.9627619049932274;0.9605591941285242;0.9561246651467372;0.9568766000743686;0.9561246651467372;0.958489405897919;0.0026953074816814856;0.8129186602870813;0.737719298245614;0.85;0.7859649122807018;0.7587719298245614;0.7890749601275917;0.039612454029616787;6;0.9156798245614035;0.9110368133448374;0.902401495542134;0.9040408398044291;0.902401495542134;0.9071120937589875;0.00534081467390247;0.914364640883978;0.8753462603878116;0.9307479224376731;0.9058171745152355;0.8781163434903048;0.9008784683430007;0.021300046606761977;6;0.96398891966759;0.9619377162629758;0.9577854671280277;0.9584775086505191;0.9577854671280277;0.9599950157674282;0.002521602340130248;0.9259925558312655;0.8620956399437412;0.9375;0.9274672187715667;0.8488299726163804;0.9003770774325908;0.03712334128941145;6;0.9766029246344208;0.9753838528985218;0.9713227962379065;0.9717364441041759;0.9713227962379065;0.9732737628225863;0.002258835477363841;0.9166181127729871;0.8723147531275446;0.931786703601108;0.910646180669064;0.8726465154671593;0.9008024531275727;0.024130328286893092;6;0.9653365697708839;0.9634523713993922;0.959411658401501;0.9600456192849538;0.959411658401501;0.9615315754516462;0.002423369603285163
4;1.9561130046844482;0.08755550857109567;0.0;0.0;4;l1;{'lr__C': 4, 'lr__penalty': 'l1'};-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0
5;3.995819091796875;0.4638712743281884;0.5119084358215332;0.022927972421988428;4;l2;{'lr__C': 4, 'lr__penalty': 'l2'};0.9281767955801105;0.8919667590027701;0.9335180055401662;0.9085872576177285;0.8947368421052632;0.9113971319692077;0.01693452216198618;5;0.9965373961218836;0.9951557093425606;0.995847750865052;0.995847750865052;0.9944636678200692;0.9955704550029235;0.0007050890651206206;0.8848825831702545;0.8159535668065414;0.8912868901826942;0.8383077486868358;0.8316396661757486;0.8524140910044148;0.03008399223774787;5;0.9947727182227242;0.9926831473678499;0.9937360198366596;0.9937360198366596;0.9916277021663683;0.9933111214860523;0.0010701022695392126;0.9254465299326421;0.8844309683971096;0.9305149040036349;0.9000237880421157;0.8913107511045656;0.9063453882960136;0.018413385599164164;5;0.9965310861889903;0.9951409917117586;0.9958376830174789;0.9958376830174789;0.9944434350092225;0.9955581757889858;0.0007098581250300556;0.8596035543403965;0.7820175438596491;0.8614035087719298;0.7925438596491228;0.812719298245614;0.8216575529733425;0.033221890016011724;5;0.9929824561403509;0.9897253379350015;0.9913646821972966;0.9913646821972966;0.9880859936727063;0.9907046304285304;0.0016658990902913599;0.9281767955801105;0.8919667590027701;0.9335180055401662;0.9085872576177285;0.8947368421052632;0.9113971319692077;0.01693452216198618;5;0.9965373961218836;0.9951557093425606;0.995847750865052;0.995847750865052;0.9944636678200692;0.9955704550029235;0.0007050890651206206;0.9189361363274406;0.8742036265621171;0.9334440753045404;0.9293603469304784;0.8563499579124579;0.9024588286074069;0.03123992083873815;5;0.9965890891545534;0.9957132459970888;0.996153555746579;0.996153555746579;0.9952736579756839;0.9959766209240968;0.0004474935653504016;0.9270804461772514;0.8887624292291622;0.9335081890773445;0.9130997639103858;0.8907828282828284;0.9106467313353944;0.01828785348564992;5;0.9965377644807862;0.9951623074094781;0.9958506529279845;0.9958506529279845;0.9944751434775276;0.9955753042447523;0.0007012679374317297
6;2.0369009494781496;0.11317309249956647;0.0;0.0;5;l1;{'lr__C': 5, 'lr__penalty': 'l1'};-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0
7;4.704106426239013;0.2520617026695821;0.5041676044464112;0.023399857434910337;5;l2;{'lr__C': 5, 'lr__penalty': 'l2'};0.93646408839779;0.9002770083102493;0.9335180055401662;0.9113573407202216;0.9002770083102493;0.9163786902557354;0.015753866960520953;4;0.9979224376731302;0.9993079584775086;0.9993079584775086;0.9986159169550173;0.9986159169550173;0.9987540377076364;0.0005183376776948859;0.8997869600279239;0.8331278890600924;0.8912868901826942;0.8442118890926744;0.8438581314878892;0.8624543519702549;0.02743606086539795;4;0.9968712239999942;0.9989597798332623;0.9989622749231761;0.9979220592464768;0.9979220592464768;0.9981274794498773;0.0007813040491018026;0.9346218582056964;0.8944124564106722;0.9305149040036349;0.9034245447473468;0.8981970497177199;0.9122341626170141;0.016897677574615248;4;0.9979211817428159;0.9993075419958767;0.9993083729661829;0.9986159169550173;0.9986159169550173;0.9987537861229819;0.0005187403979331706;0.879084073820916;0.8017543859649123;0.8614035087719298;0.7991228070175438;0.8307017543859649;0.8344133059922534;0.03177970589874209;4;0.9962719298245615;0.9983606557377049;0.9995614035087719;0.9979220592464768;0.9979220592464768;0.9980076215127985;0.0010550961183150652;0.93646408839779;0.9002770083102493;0.9335180055401662;0.9113573407202216;0.9002770083102493;0.9163786902557354;0.015753866960520953;4;0.9979224376731302;0.9993079584775086;0.9993079584775086;0.9986159169550173;0.9986159169550173;0.9987540377076364;0.0005183376776948859;0.9258292383292384;0.8826697892271662;0.9334440753045404;0.9312433439829606;0.8595161614133708;0.9065405216514553;0.029957261369007945;4;0.9974734107941907;0.9995617879053462;0.9983660130718954;0.9979220592464768;0.9979220592464768;0.9982490660528773;0.0007144820852056833;0.9354468418694939;0.8974485393812399;0.9335081890773445;0.9155596659380079;0.8973784591975825;0.9158683390927338;0.016587598002871237;4;0.9979213660099346;0.999308564999439;0.9993102200511116;0.9986159169550173;0.9986159169550173;0.998754396994104;0.0005192948125824688
8;1.982208490371704;0.14301716286553082;0.0;0.0;7;l1;{'lr__C': 7, 'lr__penalty': 'l1'};-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0;8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;0.0
9;4.385536098480225;0.3935425472980939;0.5124019622802735;0.03397190888781008;7;l2;{'lr__C': 7, 'lr__penalty': 'l2'};0.9392265193370166;0.9085872576177285;0.9390581717451524;0.9168975069252078;0.9002770083102493;0.9208092927870709;0.015864871478619546;3;0.9993074792243767;1.0;0.9993079584775086;0.9993079584775086;0.9993079584775086;0.9994462709313806;0.0002768645965288516;0.9046455938697319;0.8496687488169601;0.9025282277859598;0.8557845957174817;0.8454623287671232;0.8716178989914513;0.026316723180764893;3;0.9989595874663433;1.0;0.9989622749231761;0.9989622749231761;0.9989622749231761;0.9991692824471745;0.00041536008054072804;0.9376402383522788;0.9041553343893521;0.9370746453763273;0.9101360784511614;0.8987472963229992;0.9175507185784237;0.016569577041430153;3;0.9993078958612127;1.0;0.9993083729661829;0.9993083729661829;0.9993083729661829;0.9994466029519522;0.00027669858572344167;0.8855775803144225;0.8214912280701754;0.8793859649122806;0.8122807017543859;0.8355263157894737;0.8468523581681477;0.030082366865196;3;0.9995614035087719;1.0;0.9995614035087719;0.9995614035087719;0.9995614035087719;0.9996491228070175;0.00017543859649125085;0.9392265193370166;0.9085872576177285;0.9390581717451524;0.9168975069252078;0.9002770083102493;0.9208092927870709;0.015864871478619546;3;0.9993074792243767;1.0;0.9993079584775086;0.9993079584775086;0.9993079584775086;0.9994462709313806;0.0002768645965288516;0.9281052365292183;0.8908126613536873;0.9323179713804715;0.934983922829582;0.8567746686303388;0.9085988921446596;0.0304675636830385;2;0.9983606557377049;1.0;0.9983660130718954;0.9983660130718954;0.9983660130718954;0.9986917389906782;0.0006541337953984169;0.9382509682135254;0.9061002770704965;0.9383639021796917;0.9205009307835506;0.8979148903185801;0.9202261937131688;0.016439466079068606;3;0.9993097497842968;1.0;0.9993102200511116;0.9993102200511116;0.9993102200511116;0.9994480819875262;0.0002759590663411154
