Pipeline;Input;F1 score;Precision;Recall;Pickle file name;Datetime;Scikit version
[('vectorizer', CountVectorizer(tokenizer=<function word_tokenize at 0x7f259caa6160>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('classifier', LinearSVC(random_state=42))];dataset/somef_data1.csv;0.4637116652578531;0.5151808252140886;0.7167001080413644;audio_18_01_2022_01_07_54.sav;18_01_2022_01_07_54;0.0
[('vectorizer', CountVectorizer(tokenizer=<function word_tokenize at 0x7f259caa6160>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('classifier', LinearSVC(random_state=42))];dataset/somef_data1.csv;0.4368753601028232;0.5097828696126568;0.6572563105978757;audio_18_01_2022_01_19_43.sav;18_01_2022_01_19_43;0.0
[('vectorizer', CountVectorizer(tokenizer=<function word_tokenize at 0x7f259caa6160>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('classifier', LinearSVC(random_state=42))];dataset/somef_data1.csv;0.44095542943217575;0.5094279949540561;0.6476518542423775;audio_18_01_2022_01_26_26.sav;18_01_2022_01_26_26;0.0
[('vectorizer', CountVectorizer(tokenizer=<function word_tokenize at 0x7f259caa6160>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('classifier', LinearSVC(random_state=42))];dataset/somef_data1.csv;0.44764056629995247;0.5136030834731002;0.7130379267283111;18_01_2022_09_33_55/audio.sav;18_01_2022_09_33_55;0.0
[('vectorizer', CountVectorizer(tokenizer=<function word_tokenize at 0x7f259caa6160>)), ('undersample', RandomUnderSampler(sampling_strategy='majority')), ('classifier', LinearSVC(random_state=42))];dataset/somef_data1.csv;0.45633333333333337;0.5148425736661031;0.7228247905821605;18_01_2022_09_36_30/Audio.sav;18_01_2022_09_36_30;0.0
