PipelineID;Pipeline;train_set;fit_time_cv1;fit_time_cv2;fit_time_cv3;fit_time_cv4;fit_time_cv5;fit_time_mean;score_time_cv1;score_time_cv2;score_time_cv3;score_time_cv4;score_time_cv5;score_time_mean;test_accuracy_cv1;test_accuracy_cv2;test_accuracy_cv3;test_accuracy_cv4;test_accuracy_cv5;test_accuracy_mean;train_accuracy_cv1;train_accuracy_cv2;train_accuracy_cv3;train_accuracy_cv4;train_accuracy_cv5;train_accuracy_mean;test_precision_cv1;test_precision_cv2;test_precision_cv3;test_precision_cv4;test_precision_cv5;test_precision_mean;train_precision_cv1;train_precision_cv2;train_precision_cv3;train_precision_cv4;train_precision_cv5;train_precision_mean;test_recall_cv1;test_recall_cv2;test_recall_cv3;test_recall_cv4;test_recall_cv5;test_recall_mean;train_recall_cv1;train_recall_cv2;train_recall_cv3;train_recall_cv4;train_recall_cv5;train_recall_mean;test_f1-score_cv1;test_f1-score_cv2;test_f1-score_cv3;test_f1-score_cv4;test_f1-score_cv5;test_f1-score_mean;train_f1-score_cv1;train_f1-score_cv2;train_f1-score_cv3;train_f1-score_cv4;train_f1-score_cv5;train_f1-score_mean;test_tp_cv1;test_tp_cv2;test_tp_cv3;test_tp_cv4;test_tp_cv5;test_tp_mean;train_tp_cv1;train_tp_cv2;train_tp_cv3;train_tp_cv4;train_tp_cv5;train_tp_mean;test_tn_cv1;test_tn_cv2;test_tn_cv3;test_tn_cv4;test_tn_cv5;test_tn_mean;train_tn_cv1;train_tn_cv2;train_tn_cv3;train_tn_cv4;train_tn_cv5;train_tn_mean;test_fp_cv1;test_fp_cv2;test_fp_cv3;test_fp_cv4;test_fp_cv5;test_fp_mean;train_fp_cv1;train_fp_cv2;train_fp_cv3;train_fp_cv4;train_fp_cv5;train_fp_mean;test_fn_cv1;test_fn_cv2;test_fn_cv3;test_fn_cv4;test_fn_cv5;test_fn_mean;train_fn_cv1;train_fn_cv2;train_fn_cv3;train_fn_cv4;train_fn_cv5;train_fn_mean
Natural Language Processing;LR_Count_Vectors_RandomUnder;data/train_test_data/readme_negative_samples_preprocessed_train.csv;1.329810380935669;1.036841630935669;1.4686198234558105;0.9416718482971191;1.0576198101043701;1.1669126987457275;0.18894743919372559;0.15226054191589355;0.1446685791015625;0.12239718437194824;0.15331125259399414;0.15231699943542482;0.9150326797385621;0.9477124183006536;0.9013157894736842;0.9013157894736842;0.875;0.9080753353973169;1.0;1.0;1.0;1.0;1.0;1.0;0.9102564102564102;0.9594594594594594;0.8588235294117647;0.9178082191780822;0.8607594936708861;0.9014214223953205;1.0;1.0;1.0;1.0;1.0;1.0;0.922077922077922;0.9342105263157895;0.9605263157894737;0.881578947368421;0.8947368421052632;0.9186261107313738;1.0;1.0;1.0;1.0;1.0;1.0;0.9161290322580644;0.9466666666666667;0.906832298136646;0.8993288590604027;0.8774193548387097;0.9092752421920981;1.0;1.0;1.0;1.0;1.0;1.0;69;74;64;70;65;68.4;305;304;305;305;305;304.8;71;71;73;67;68;70.0;304;305;305;305;305;304.8;6;5;3;9;8;6.2;0;0;0;0;0;0.0;7;3;12;6;11;7.8;0;0;0;0;0;0.0
Natural Language Processing;LR_TFIDF_RandomUnder;data/train_test_data/readme_negative_samples_preprocessed_train.csv;0.7380812168121338;0.6663084030151367;0.8673615455627441;0.8526098728179932;0.48540759086608887;0.7219537258148193;0.11145257949829102;0.10219478607177734;0.09860563278198242;0.16942882537841797;0.1193857192993164;0.12021350860595703;0.934640522875817;0.954248366013072;0.9342105263157895;0.9276315789473685;0.9276315789473685;0.935672514619883;0.9885057471264368;0.9852216748768473;0.9885245901639345;0.9819672131147541;0.9918032786885246;0.9872045007940995;0.9466666666666667;0.9859154929577465;0.9024390243902439;0.9333333333333333;0.9113924050632911;0.9359493844822563;0.9837133550488599;0.9805194805194806;0.9901315789473685;0.9772727272727273;0.993421052631579;0.985011638884003;0.922077922077922;0.9210526315789473;0.9736842105263158;0.9210526315789473;0.9473684210526315;0.9370471633629528;0.993421052631579;0.9901639344262295;0.9868852459016394;0.9868852459016394;0.9901639344262295;0.9895038826574634;0.9342105263157895;0.9523809523809524;0.9367088607594938;0.9271523178807947;0.9290322580645162;0.9358969830803092;0.9885433715220949;0.9853181076672105;0.9885057471264368;0.9820554649265907;0.9917898193760264;0.9872425021236719;72;76;68;71;69;71.2;300;298;302;298;303;300.2;71;70;74;70;72;71.4;302;302;301;301;302;301.6;6;6;2;6;4;4.8;2;3;4;4;3;3.2;4;1;8;5;7;5.0;5;6;3;7;2;4.6
Natural Language Processing;SVC_Count_Vectors_RandomUnder;data/train_test_data/readme_negative_samples_preprocessed_train.csv;3.6630473136901855;3.6429052352905273;3.8342692852020264;3.2747209072113037;3.7995078563690186;3.642890119552612;0.37935686111450195;0.3864705562591553;0.21474218368530273;0.23819708824157715;0.2564272880554199;0.2950387954711914;0.6666666666666666;0.6993464052287581;0.6052631578947368;0.6513157894736842;0.7105263157894737;0.6666236670106638;0.6978653530377669;0.6945812807881774;0.6737704918032786;0.6901639344262295;0.7131147540983607;0.6938991628307626;0.6048387096774194;0.6229508196721312;0.5597014925373134;0.5891472868217055;0.635593220338983;0.6024463058095104;0.6229508196721312;0.621676891615542;0.6051587301587301;0.6178861788617886;0.6359832635983264;0.6207311767813036;0.974025974025974;1.0;0.9868421052631579;1.0;0.9868421052631579;0.989542036910458;1.0;0.9967213114754099;1.0;0.9967213114754099;0.9967213114754099;0.9980327868852459;0.746268656716418;0.7676767676767677;0.7142857142857143;0.7414634146341463;0.7731958762886597;0.7485780859203413;0.7676767676767677;0.765743073047859;0.7540173053152038;0.7628607277289837;0.7765006385696042;0.7653597024676837;27;31;17;23;33;26.2;121;119;106;117;131;118.8;75;76;75;76;75;75.4;304;304;305;304;304;304.2;2;0;1;0;1;0.8;0;1;0;1;1;0.6;49;46;59;53;43;50.0;184;185;199;188;174;186.0
Natural Language Processing;SVC_TFIDF_RandomUnder;data/train_test_data/readme_negative_samples_preprocessed_train.csv;4.737480878829956;3.41120982170105;4.335798025131226;3.9775853157043457;3.473320960998535;3.9870790004730225;0.22230768203735352;0.25031518936157227;0.30544400215148926;0.2370438575744629;0.24914765357971191;0.252851676940918;0.9411764705882353;0.9477124183006536;0.9342105263157895;0.9407894736842105;0.9276315789473685;0.9383040935672515;0.9967159277504105;0.9967159277504105;0.9983606557377049;0.9967213114754099;1.0;0.9977027645427871;0.9473684210526315;0.9857142857142858;0.9125;0.9466666666666667;0.9113924050632911;0.9407283556993751;0.9934640522875817;0.993485342019544;0.9967320261437909;0.993485342019544;1.0;0.9954333524940921;0.935064935064935;0.9078947368421053;0.9605263157894737;0.9342105263157895;0.9473684210526315;0.9370129870129871;1.0;1.0;1.0;1.0;1.0;1.0;0.9411764705882352;0.9452054794520548;0.935897435897436;0.9403973509933775;0.9290322580645162;0.9383417989991238;0.9967213114754099;0.9967320261437909;0.9983633387888707;0.9967320261437909;1.0;0.9977097405103723;72;76;69;72;69;71.6;303;302;304;303;305;303.4;72;69;73;71;72;71.4;304;305;305;305;305;304.8;5;7;3;5;4;4.8;0;0;0;0;0;0.0;4;1;7;4;7;4.6;2;2;1;2;0;1.4
Natural Language Processing;KNN_Count_Vectors_RandomUnder;data/train_test_data/readme_negative_samples_preprocessed_train.csv;0.4292278289794922;0.4181783199310303;0.446026086807251;0.7325365543365479;0.7234327793121338;0.5498803138732911;0.1683063507080078;0.16782808303833008;0.1388688087463379;0.2748267650604248;0.29632019996643066;0.20923004150390626;0.7124183006535948;0.7908496732026143;0.7631578947368421;0.8355263157894737;0.7894736842105263;0.7782851737186103;1.0;1.0;1.0;1.0;1.0;1.0;0.6460176991150443;0.7244897959183674;0.6886792452830188;0.8072289156626506;0.7115384615384616;0.7155908235035084;1.0;1.0;1.0;1.0;1.0;1.0;0.948051948051948;0.9342105263157895;0.9605263157894737;0.881578947368421;0.9736842105263158;0.9396103896103897;1.0;1.0;1.0;1.0;1.0;1.0;0.768421052631579;0.8160919540229886;0.8021978021978022;0.8427672955974843;0.8222222222222223;0.8103400653344153;1.0;1.0;1.0;1.0;1.0;1.0;36;50;43;60;46;47.0;305;304;305;305;305;304.8;73;71;73;67;74;71.6;304;305;305;305;305;304.8;4;5;3;9;2;4.6;0;0;0;0;0;0.0;40;27;33;16;30;29.2;0;0;0;0;0;0.0
Natural Language Processing;KNN_TFIDF_RandomUnder;data/train_test_data/readme_negative_samples_preprocessed_train.csv;0.7472348213195801;0.44551658630371094;0.4720292091369629;0.4585146903991699;0.7672123908996582;0.5781015396118164;0.24242091178894043;0.15448832511901855;0.12302327156066895;0.14465880393981934;0.260967493057251;0.18511176109313965;0.8888888888888888;0.9150326797385621;0.8618421052631579;0.9210526315789473;0.9276315789473685;0.9028895768833849;0.9359605911330049;0.9244663382594417;0.9327868852459016;0.9311475409836065;0.9327868852459016;0.9314296481735713;0.8571428571428571;0.8705882352941177;0.8160919540229885;0.8902439024390244;0.891566265060241;0.8651266427918458;0.9027355623100304;0.8912386706948641;0.8928571428571429;0.8996960486322189;0.8905325443786982;0.8954119937745908;0.935064935064935;0.9736842105263158;0.9342105263157895;0.9605263157894737;0.9736842105263158;0.955434039644566;0.9769736842105263;0.9672131147540983;0.9836065573770492;0.9704918032786886;0.9868852459016394;0.9770340811044003;0.8944099378881988;0.9192546583850931;0.8711656441717791;0.9240506329113923;0.930817610062893;0.9079396966838713;0.9383886255924171;0.9276729559748428;0.9360374414976598;0.9337539432176657;0.9362363919129084;0.9344178716390988;64;66;60;67;67;64.8;273;268;269;272;268;270.0;72;74;71;73;74;72.8;297;295;300;296;301;297.8;5;2;5;3;2;3.4;7;10;5;9;4;7.0;12;11;16;9;9;11.4;32;36;36;33;37;34.8
Natural Language Processing;RandomForestClassifier_Count_Vectors_RandomUnder;data/train_test_data/readme_negative_samples_preprocessed_train.csv;0.8306093215942383;0.8502984046936035;1.389153242111206;1.3208122253417969;0.8594133853912354;1.050057315826416;0.14114880561828613;0.1578059196472168;0.18758535385131836;0.22834444046020508;0.16523480415344238;0.17602386474609374;0.9411764705882353;0.9607843137254902;0.9342105263157895;0.9210526315789473;0.9276315789473685;0.936971104231166;1.0;1.0;1.0;1.0;1.0;1.0;0.9358974358974359;0.9605263157894737;0.8928571428571429;0.9324324324324325;0.891566265060241;0.9226559184073452;1.0;1.0;1.0;1.0;1.0;1.0;0.948051948051948;0.9605263157894737;0.9868421052631579;0.9078947368421053;0.9736842105263158;0.9553998632946001;1.0;1.0;1.0;1.0;1.0;1.0;0.9419354838709677;0.9605263157894737;0.9375;0.92;0.930817610062893;0.9381558819446669;1.0;1.0;1.0;1.0;1.0;1.0;71;74;67;71;67;70.0;305;304;305;305;305;304.8;73;73;75;69;74;72.8;304;305;305;305;305;304.8;4;3;1;7;2;3.4;0;0;0;0;0;0.0;5;3;9;5;9;6.2;0;0;0;0;0;0.0
Natural Language Processing;RandomForestClassifier_TFIDF_RandomUnder;data/train_test_data/readme_negative_samples_preprocessed_train.csv;0.9476404190063477;1.3184900283813477;0.978740930557251;0.9807138442993164;1.315227746963501;1.1081625938415527;0.158949613571167;0.26577234268188477;0.12317514419555664;0.1495683193206787;0.2731208801269531;0.19411725997924806;0.9150326797385621;0.9477124183006536;0.9342105263157895;0.9144736842105263;0.9210526315789473;0.9264963880288957;1.0;1.0;1.0;1.0;1.0;1.0;0.9;0.9473684210526315;0.9024390243902439;0.9090909090909091;0.8809523809523809;0.9079701470972331;1.0;1.0;1.0;1.0;1.0;1.0;0.935064935064935;0.9473684210526315;0.9736842105263158;0.9210526315789473;0.9736842105263158;0.950170881749829;1.0;1.0;1.0;1.0;1.0;1.0;0.9171974522292993;0.9473684210526315;0.9367088607594938;0.915032679738562;0.925;0.9282614827559973;1.0;1.0;1.0;1.0;1.0;1.0;68;73;68;69;66;68.8;305;304;305;305;305;304.8;72;72;74;70;74;72.4;304;305;305;305;305;304.8;5;4;2;6;2;3.8;0;0;0;0;0;0.0;8;4;8;7;10;7.4;0;0;0;0;0;0.0
Natural Language Processing;Linear_SVC_Count_Vectors_RandomUnder;data/train_test_data/readme_negative_samples_preprocessed_train.csv;0.8341801166534424;0.8261110782623291;0.5453226566314697;0.4673597812652588;0.46260952949523926;0.6271166324615478;0.2325747013092041;0.22734856605529785;0.12423205375671387;0.1239156723022461;0.15815258026123047;0.17324471473693848;0.8888888888888888;0.9215686274509803;0.868421052631579;0.881578947368421;0.8618421052631579;0.8844599243206053;1.0;1.0;1.0;1.0;1.0;1.0;0.8658536585365854;0.9444444444444444;0.8181818181818182;0.8918918918918919;0.8481012658227848;0.873694615775505;1.0;1.0;1.0;1.0;1.0;1.0;0.922077922077922;0.8947368421052632;0.9473684210526315;0.868421052631579;0.881578947368421;0.9028366370471634;1.0;1.0;1.0;1.0;1.0;1.0;0.8930817610062892;0.918918918918919;0.8780487804878049;0.88;0.8645161290322582;0.8869131178890542;1.0;1.0;1.0;1.0;1.0;1.0;65;73;60;68;64;66.0;305;304;305;305;305;304.8;71;68;72;66;67;68.8;304;305;305;305;305;304.8;6;8;4;10;9;7.4;0;0;0;0;0;0.0;11;4;16;8;12;10.2;0;0;0;0;0;0.0
Natural Language Processing;Linear_SVC_TFIDF_RandomUnder;data/train_test_data/readme_negative_samples_preprocessed_train.csv;0.6899526119232178;0.5733294486999512;0.8961076736450195;0.6345398426055908;0.8282668590545654;0.724439287185669;0.13911223411560059;0.1254715919494629;0.1882622241973877;0.1280970573425293;0.26244044303894043;0.16867671012878419;0.934640522875817;0.954248366013072;0.9342105263157895;0.9473684210526315;0.9342105263157895;0.9409356725146198;1.0;1.0;1.0;1.0;1.0;1.0;0.9466666666666667;0.9859154929577465;0.9125;0.9594594594594594;0.9230769230769231;0.9455237084321592;1.0;1.0;1.0;1.0;1.0;1.0;0.922077922077922;0.9210526315789473;0.9605263157894737;0.9342105263157895;0.9473684210526315;0.9370471633629528;1.0;1.0;1.0;1.0;1.0;1.0;0.9342105263157895;0.9523809523809524;0.935897435897436;0.9466666666666667;0.935064935064935;0.940844103265156;1.0;1.0;1.0;1.0;1.0;1.0;72;76;69;73;70;72.0;305;304;305;305;305;304.8;71;70;73;71;72;71.4;304;305;305;305;305;304.8;6;6;3;5;4;4.8;0;0;0;0;0;0.0;4;1;7;3;6;4.2;0;0;0;0;0;0.0
