PipelineID;Pipeline;train_set;fit_time_cv1;fit_time_cv2;fit_time_cv3;fit_time_cv4;fit_time_cv5;fit_time_mean;score_time_cv1;score_time_cv2;score_time_cv3;score_time_cv4;score_time_cv5;score_time_mean;test_accuracy_cv1;test_accuracy_cv2;test_accuracy_cv3;test_accuracy_cv4;test_accuracy_cv5;test_accuracy_mean;train_accuracy_cv1;train_accuracy_cv2;train_accuracy_cv3;train_accuracy_cv4;train_accuracy_cv5;train_accuracy_mean;test_precision_cv1;test_precision_cv2;test_precision_cv3;test_precision_cv4;test_precision_cv5;test_precision_mean;train_precision_cv1;train_precision_cv2;train_precision_cv3;train_precision_cv4;train_precision_cv5;train_precision_mean;test_recall_cv1;test_recall_cv2;test_recall_cv3;test_recall_cv4;test_recall_cv5;test_recall_mean;train_recall_cv1;train_recall_cv2;train_recall_cv3;train_recall_cv4;train_recall_cv5;train_recall_mean;test_f1-score_cv1;test_f1-score_cv2;test_f1-score_cv3;test_f1-score_cv4;test_f1-score_cv5;test_f1-score_mean;train_f1-score_cv1;train_f1-score_cv2;train_f1-score_cv3;train_f1-score_cv4;train_f1-score_cv5;train_f1-score_mean;test_tp_cv1;test_tp_cv2;test_tp_cv3;test_tp_cv4;test_tp_cv5;test_tp_mean;train_tp_cv1;train_tp_cv2;train_tp_cv3;train_tp_cv4;train_tp_cv5;train_tp_mean;test_tn_cv1;test_tn_cv2;test_tn_cv3;test_tn_cv4;test_tn_cv5;test_tn_mean;train_tn_cv1;train_tn_cv2;train_tn_cv3;train_tn_cv4;train_tn_cv5;train_tn_mean;test_fp_cv1;test_fp_cv2;test_fp_cv3;test_fp_cv4;test_fp_cv5;test_fp_mean;train_fp_cv1;train_fp_cv2;train_fp_cv3;train_fp_cv4;train_fp_cv5;train_fp_mean;test_fn_cv1;test_fn_cv2;test_fn_cv3;test_fn_cv4;test_fn_cv5;test_fn_mean;train_fn_cv1;train_fn_cv2;train_fn_cv3;train_fn_cv4;train_fn_cv5;train_fn_mean
Audio;LR_Count_Vectors_RandomUnder;data/train_test_data/readme_base_astro_train.csv;0.0731503963470459;0.07195186614990234;0.0664052963256836;0.05918693542480469;0.05803871154785156;0.06574664115905762;0.009075164794921875;0.00843501091003418;0.010380268096923828;0.005576133728027344;0.009676694869995117;0.008628654479980468;0.9;0.8421052631578947;0.8421052631578947;0.8421052631578947;0.7368421052631579;0.8326315789473684;1.0;1.0;1.0;1.0;1.0;1.0;0.8333333333333334;1.0;0.8888888888888888;0.75;0.75;0.8444444444444444;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7;0.8;1.0;0.6666666666666666;0.8333333333333334;1.0;1.0;1.0;1.0;1.0;1.0;0.9090909090909091;0.8235294117647058;0.8421052631578948;0.8571428571428571;0.7058823529411765;0.8275501588195086;1.0;1.0;1.0;1.0;1.0;1.0;8;9;8;7;8;8.0;38;39;39;38;38;38.4;10;7;8;9;6;8.0;38;38;38;39;39;38.4;0;3;2;0;3;1.6;0;0;0;0;0;0.0;2;0;1;3;2;1.6;0;0;0;0;0;0.0
Audio;LR_TFIDF_RandomUnder;data/train_test_data/readme_base_astro_train.csv;0.04140496253967285;0.05892372131347656;0.0570673942565918;0.04190826416015625;0.03829383850097656;0.0475196361541748;0.007162570953369141;0.011883735656738281;0.011120796203613281;0.010766744613647461;0.008819580078125;0.009950685501098632;0.95;0.9473684210526315;0.9473684210526315;0.8947368421052632;0.7894736842105263;0.9057894736842105;1.0;1.0;1.0;1.0;1.0;1.0;0.9090909090909091;1.0;1.0;0.8181818181818182;0.8571428571428571;0.9168831168831169;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9;0.9;1.0;0.6666666666666666;0.8933333333333333;1.0;1.0;1.0;1.0;1.0;1.0;0.9523809523809523;0.9473684210526316;0.9473684210526316;0.9;0.75;0.899423558897243;1.0;1.0;1.0;1.0;1.0;1.0;9;9;9;8;9;8.8;38;39;39;38;38;38.4;10;9;9;9;6;8.6;38;38;38;39;39;38.4;0;1;1;0;3;1.0;0;0;0;0;0;0.0;1;0;0;2;1;0.8;0;0;0;0;0;0.0
Audio;SVC_Count_Vectors_RandomUnder;data/train_test_data/readme_base_astro_train.csv;0.06873512268066406;0.05827021598815918;0.05659914016723633;0.04913902282714844;0.049729347229003906;0.05649456977844238;0.019812345504760742;0.013969898223876953;0.01339268684387207;0.011464595794677734;0.012595415115356445;0.014246988296508788;0.5;0.5263157894736842;0.5263157894736842;0.47368421052631576;0.5263157894736842;0.5105263157894736;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;0.6666666666666666;0.47368421052631576;0.5;0.6280701754385964;1.0;1.0;1.0;1.0;1.0;1.0;0.1;0.1;0.2;1.0;1.0;0.48;1.0;1.0;1.0;1.0;1.0;1.0;0.16666666666666669;0.18181818181818182;0.30769230769230765;0.6428571428571429;0.6666666666666666;0.3931401931401931;1.0;1.0;1.0;1.0;1.0;1.0;9;9;8;0;1;5.4;38;39;39;38;38;38.4;1;1;2;9;9;4.4;38;38;38;39;39;38.4;9;9;8;0;0;5.2;0;0;0;0;0;0.0;1;0;1;10;9;4.2;0;0;0;0;0;0.0
Audio;SVC_TFIDF_RandomUnder;data/train_test_data/readme_base_astro_train.csv;0.04823040962219238;0.03496384620666504;0.0364222526550293;0.05336618423461914;0.03885364532470703;0.04236726760864258;0.01193690299987793;0.009748220443725586;0.00749969482421875;0.01125192642211914;0.010866880416870117;0.010260725021362304;0.95;0.8947368421052632;0.8421052631578947;0.8421052631578947;0.7894736842105263;0.8636842105263158;1.0;1.0;1.0;1.0;1.0;1.0;0.9090909090909091;1.0;1.0;0.75;0.8571428571428571;0.9032467532467532;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8;0.7;1.0;0.6666666666666666;0.8333333333333334;1.0;1.0;1.0;1.0;1.0;1.0;0.9523809523809523;0.888888888888889;0.8235294117647058;0.8571428571428571;0.75;0.8543884220354808;1.0;1.0;1.0;1.0;1.0;1.0;9;9;9;7;9;8.6;38;39;39;38;38;38.4;10;8;7;9;6;8.0;38;38;38;39;39;38.4;0;2;3;0;3;1.6;0;0;0;0;0;0.0;1;0;0;3;1;1.0;0;0;0;0;0;0.0
Audio;KNN_Count_Vectors_RandomUnder;data/train_test_data/readme_base_astro_train.csv;0.018161773681640625;0.019099950790405273;0.026858091354370117;0.02897500991821289;0.01915907859802246;0.022450780868530272;0.02108025550842285;0.019832849502563477;0.014039278030395508;0.012826681137084961;0.016149520874023438;0.016785717010498045;0.85;0.7894736842105263;0.7368421052631579;0.8421052631578947;0.5789473684210527;0.7594736842105263;1.0;1.0;1.0;1.0;1.0;1.0;0.8181818181818182;0.875;1.0;1.0;0.5454545454545454;0.8477272727272727;1.0;1.0;1.0;1.0;1.0;1.0;0.9;0.7;0.5;0.6666666666666666;0.6666666666666666;0.6866666666666666;1.0;1.0;1.0;1.0;1.0;1.0;0.8571428571428572;0.7777777777777777;0.6666666666666666;0.8;0.6;0.7403174603174603;1.0;1.0;1.0;1.0;1.0;1.0;8;8;9;10;5;8.0;38;39;39;38;38;38.4;9;7;5;6;6;6.6;38;38;38;39;39;38.4;1;3;5;3;3;3.0;0;0;0;0;0;0.0;2;1;0;0;5;1.6;0;0;0;0;0;0.0
Audio;KNN_TFIDF_RandomUnder;data/train_test_data/readme_base_astro_train.csv;0.029869794845581055;0.023787260055541992;0.031000375747680664;0.030408382415771484;0.02403116226196289;0.027819395065307617;0.01315450668334961;0.008832693099975586;0.01364588737487793;0.012008190155029297;0.008169889450073242;0.011162233352661134;0.95;0.7894736842105263;0.8947368421052632;0.7894736842105263;0.6842105263157895;0.8215789473684211;1.0;1.0;1.0;1.0;1.0;1.0;0.9090909090909091;0.7142857142857143;0.8333333333333334;0.6923076923076923;0.6363636363636364;0.757076257076257;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7777777777777778;0.9555555555555555;1.0;1.0;1.0;1.0;1.0;1.0;0.9523809523809523;0.8333333333333333;0.9090909090909091;0.8181818181818181;0.7000000000000001;0.8425974025974027;1.0;1.0;1.0;1.0;1.0;1.0;9;5;7;6;6;6.6;38;39;39;38;38;38.4;10;10;10;9;7;9.2;38;38;38;39;39;38.4;0;0;0;0;2;0.4;0;0;0;0;0;0.0;1;4;2;4;4;3.0;0;0;0;0;0;0.0
Audio;RandomForestClassifier_Count_Vectors_RandomUnder;data/train_test_data/readme_base_astro_train.csv;0.1665482521057129;0.18849587440490723;0.1900789737701416;0.18761324882507324;0.187330961227417;0.1840134620666504;0.016907930374145508;0.025696754455566406;0.02520465850830078;0.023517131805419922;0.02451157569885254;0.02316761016845703;0.9;0.9473684210526315;0.8947368421052632;0.9473684210526315;0.8947368421052632;0.9168421052631578;1.0;1.0;1.0;1.0;1.0;1.0;0.9;1.0;0.9;1.0;1.0;0.96;1.0;1.0;1.0;1.0;1.0;1.0;0.9;0.9;0.9;0.8888888888888888;0.7777777777777778;0.8733333333333334;1.0;1.0;1.0;1.0;1.0;1.0;0.9;0.9473684210526316;0.9;0.9411764705882353;0.8750000000000001;0.9127089783281734;1.0;1.0;1.0;1.0;1.0;1.0;9;9;8;10;10;9.2;38;39;39;38;38;38.4;9;9;9;8;7;8.4;38;38;38;39;39;38.4;1;1;1;1;2;1.2;0;0;0;0;0;0.0;1;0;1;0;0;0.4;0;0;0;0;0;0.0
Audio;RandomForestClassifier_TFIDF_RandomUnder;data/train_test_data/readme_base_astro_train.csv;0.18382644653320312;0.12551021575927734;0.19448423385620117;0.16286706924438477;0.13612914085388184;0.16056342124938966;0.02429676055908203;0.02088022232055664;0.02460622787475586;0.019025564193725586;0.01923394203186035;0.021608543395996094;0.9;0.9473684210526315;0.8947368421052632;0.9473684210526315;0.8947368421052632;0.9168421052631578;1.0;1.0;1.0;1.0;1.0;1.0;0.9;1.0;1.0;1.0;0.8888888888888888;0.9577777777777777;1.0;1.0;1.0;1.0;1.0;1.0;0.9;0.9;0.8;0.8888888888888888;0.8888888888888888;0.8755555555555556;1.0;1.0;1.0;1.0;1.0;1.0;0.9;0.9473684210526316;0.888888888888889;0.9411764705882353;0.8888888888888888;0.9132645338837289;1.0;1.0;1.0;1.0;1.0;1.0;9;9;9;10;9;9.2;38;39;39;38;38;38.4;9;9;8;8;8;8.4;38;38;38;39;39;38.4;1;1;2;1;1;1.2;0;0;0;0;0;0.0;1;0;0;0;1;0.4;0;0;0;0;0;0.0
Audio;Linear_SVC_Count_Vectors_RandomUnder;data/train_test_data/readme_base_astro_train.csv;0.025960206985473633;0.02615499496459961;0.01836848258972168;0.028798341751098633;0.02969193458557129;0.025794792175292968;0.010901212692260742;0.014475345611572266;0.006501197814941406;0.00985407829284668;0.011438846588134766;0.010634136199951173;0.95;0.7894736842105263;0.9473684210526315;0.9473684210526315;0.6842105263157895;0.8636842105263158;0.9605263157894737;0.948051948051948;0.948051948051948;0.948051948051948;0.974025974025974;0.9557416267942583;0.9090909090909091;0.7142857142857143;0.9090909090909091;0.9;0.6666666666666666;0.8198268398268398;0.972972972972973;0.925;0.925;0.9069767441860465;0.9512195121951219;0.9362338458708284;1.0;1.0;1.0;1.0;0.6666666666666666;0.9333333333333333;0.9473684210526315;0.9736842105263158;0.9736842105263158;1.0;1.0;0.9789473684210528;0.9523809523809523;0.8333333333333333;0.9523809523809523;0.9473684210526316;0.6666666666666666;0.8704260651629074;0.9599999999999999;0.9487179487179489;0.9487179487179489;0.951219512195122;0.975;0.9567310819262038;9;5;8;9;7;7.6;37;36;36;34;36;35.8;10;10;10;9;6;9.0;36;37;37;39;39;37.6;0;0;0;0;3;0.6;2;1;1;0;0;0.8;1;4;1;1;3;2.0;1;3;3;4;2;2.6
Audio;Linear_SVC_TFIDF_RandomUnder;data/train_test_data/readme_base_astro_train.csv;0.019593238830566406;0.03191494941711426;0.019997119903564453;0.03011298179626465;0.020526885986328125;0.02442903518676758;0.008775711059570312;0.013505697250366211;0.010023117065429688;0.011236429214477539;0.01013803482055664;0.010735797882080077;0.95;1.0;0.8947368421052632;0.7894736842105263;0.47368421052631576;0.8215789473684211;0.9342105263157895;0.961038961038961;0.948051948051948;0.8181818181818182;0.8831168831168831;0.90892002734108;0.9090909090909091;1.0;1.0;0.6923076923076923;0.47368421052631576;0.8150165623849835;0.9024390243902439;0.972972972972973;0.9722222222222222;0.7358490566037735;0.8125;0.8791966552378426;1.0;1.0;0.8;1.0;1.0;0.96;0.9736842105263158;0.9473684210526315;0.9210526315789473;1.0;1.0;0.968421052631579;0.9523809523809523;1.0;0.888888888888889;0.8181818181818181;0.6428571428571429;0.8604617604617605;0.9367088607594938;0.9599999999999999;0.9459459459459458;0.8478260869565216;0.896551724137931;0.9174065235599784;9;9;9;6;0;6.6;34;38;38;24;29;32.6;10;10;8;9;9;9.2;37;36;35;39;39;37.2;0;0;2;0;0;0.4;1;2;3;0;0;1.2;1;0;0;4;10;3.0;4;1;1;14;9;5.8
