;PipelineID;Pipeline;Train dataset;Validation dataset;fit_time_cv1;fit_time_cv2;fit_time_cv3;fit_time_cv4;fit_time_cv5;fit_time_mean;score_time_cv1;score_time_cv2;score_time_cv3;score_time_cv4;score_time_cv5;score_time_mean;test_acc_cv1;test_acc_cv2;test_acc_cv3;test_acc_cv4;test_acc_cv5;test_acc_mean;test_prec_cv1;test_prec_cv2;test_prec_cv3;test_prec_cv4;test_prec_cv5;test_prec_mean;test_recall_cv1;test_recall_cv2;test_recall_cv3;test_recall_cv4;test_recall_cv5;test_recall_mean;test_f1-score_cv1;test_f1-score_cv2;test_f1-score_cv3;test_f1-score_cv4;test_f1-score_cv5;test_f1-score_mean;test_tp_cv1;test_tp_cv2;test_tp_cv3;test_tp_cv4;test_tp_cv5;test_tp_mean;test_tn_cv1;test_tn_cv2;test_tn_cv3;test_tn_cv4;test_tn_cv5;test_tn_mean;test_fp_cv1;test_fp_cv2;test_fp_cv3;test_fp_cv4;test_fp_cv5;test_fp_mean;test_fn_cv1;test_fn_cv2;test_fn_cv3;test_fn_cv4;test_fn_cv5;test_fn_mean;acc_overall;prec_overall;recall_overall;f1-score_overall;tp_overall;tn_overall;fp_overall;fn_overall;preprocessing
0;Audio_Preprocessed_Structures_Random_Undersamples;LR_TFIDF_RandomUnder;readme.csv;somef_data.csv;0.047292232513427734;0.05102849006652832;0.03565573692321777;0.043418169021606445;0.0460820198059082;0.04469532966613769;0.007334470748901367;0.004984855651855469;0.00618743896484375;0.00570988655090332;0.00484013557434082;0.005811357498168945;0.9230769230769231;0.9423076923076923;0.8461538461538461;0.9411764705882353;0.7450980392156863;0.8795625942684767;0.8666666666666667;0.9285714285714286;0.7714285714285715;0.896551724137931;0.76;0.8446436781609196;1.0;0.9629629629629629;1.0;1.0;0.7307692307692307;0.9387464387464387;0.9285714285714286;0.9454545454545454;0.870967741935484;0.9454545454545454;0.7450980392156863;0.887109260126338;26;26;27;26;19;24.8;22;23;17;22;19;20.6;4;2;8;3;6;4.6;0;1;0;0;7;1.6;0.983677782996712;0.9899061869136682;0.9935637663885578;0.9917316043067039;8336;41;85;54;Structured random undersampler, Preprocessed
0;Computer Vision_Preprocessed_Structures_Random_Undersamples;SVC_Count_Vectors_RandomUnder;readme.csv;somef_data.csv;0.03239750862121582;0.04784893989562988;0.04780006408691406;0.037685394287109375;0.042877197265625;0.04172182083129883;0.012414693832397461;0.016910076141357422;0.016333341598510742;0.012542963027954102;0.015581130981445312;0.014756441116333008;0.7610324729392173;0.7626977518734388;0.8409658617818485;0.9058333333333334;0.9008333333333334;0.8342725506522342;0.725;0.7515337423312883;0.7067307692307693;0.8294117647058824;0.8353658536585366;0.7696084259852953;0.5812917594654788;0.5456570155902004;0.9821826280623608;0.9420935412026726;0.9153674832962138;0.7933184855233852;0.6452410383189122;0.632258064516129;0.8219944082013048;0.8821689259645465;0.873538788522848;0.771040245104748;261;245;441;423;411;356.2;653;671;569;664;670;645.4;99;81;183;87;81;106.2;188;204;8;26;38;92.8;0.7424847346171912;0.9186912860382248;0.5935537881958979;0.7211697393515575;2836;3487;251;1942;Structured random undersampler, Preprocessed
0;General_Preprocessed_Structures_Random_Undersamples;SVC_Count_Vectors_RandomUnder;readme.csv;somef_data.csv;0.029056310653686523;0.027768373489379883;0.037576913833618164;0.04116487503051758;0.03986239433288574;0.03508577346801758;0.012651205062866211;0.012350797653198242;0.014394044876098633;0.015174150466918945;0.013923883438110352;0.013698816299438477;0.5897435897435898;0.5548717948717948;0.5497435897435897;0.6858316221765913;0.7135523613963038;0.618748591586374;0.4899713467048711;0.4428969359331476;0.4433497536945813;0.5802238805970149;0.6194503171247357;0.5151784468108701;0.4351145038167939;0.40458015267175573;0.4580152671755725;0.7933673469387755;0.7474489795918368;0.5677052500389469;0.4609164420485175;0.4228723404255319;0.4505632040050062;0.6702586206896551;0.6774566473988439;0.5364134509135109;171;159;180;311;293;222.8;404;382;356;357;402;380.2;178;200;226;225;180;201.8;222;234;213;81;99;169.8;0.6272898074213246;0.8311231393775372;0.5463440668920121;0.6592958351223701;3071;2271;624;2550;Structured random undersampler, Preprocessed
0;Graphs_Preprocessed_Structures_Random_Undersamples;SVC_TFIDF_RandomUnder;readme.csv;somef_data.csv;0.00851297378540039;0.008246898651123047;0.011150360107421875;0.010013818740844727;0.01108860969543457;0.009802532196044923;0.004032135009765625;0.004739284515380859;0.005141258239746094;0.0034093856811523438;0.003846883773803711;0.004233789443969726;0.9230769230769231;0.921875;0.953125;0.9375;0.953125;0.9377403846153847;0.868421052631579;0.8888888888888888;0.9142857142857143;0.8888888888888888;0.9142857142857143;0.8949540517961572;1.0;0.9696969696969697;1.0;1.0;1.0;0.9939393939393939;0.9295774647887324;0.927536231884058;0.955223880597015;0.9411764705882353;0.955223880597015;0.9417475856910112;33;32;32;32;32;32.2;27;27;29;28;29;28.0;5;4;3;4;3;3.8;0;1;0;0;0;0.2;0.9808595584781588;0.9883194278903457;0.9922220892664831;0.9902669134770407;8292;61;98;65;Structured random undersampler, Preprocessed
0;Natural Language Processing_Preprocessed_Structures_Random_Undersamples;LR_TFIDF_RandomUnder;readme.csv;somef_data.csv;0.17330121994018555;0.17432737350463867;0.17385101318359375;0.19342255592346191;0.16859912872314453;0.17670025825500488;0.008241415023803711;0.005880594253540039;0.007021188735961914;0.003505229949951172;0.00769352912902832;0.006468391418457032;0.9103641456582633;0.8876404494382022;0.8820224719101124;0.9185393258426966;0.7528089887640449;0.8702750763226639;0.868020304568528;0.9047619047619048;0.8526315789473684;0.8656716417910447;0.8188405797101449;0.8619852019557982;0.9661016949152542;0.8636363636363636;0.9204545454545454;0.9886363636363636;0.6420454545454546;0.8761748844375964;0.9144385026737969;0.8837209302325582;0.8852459016393441;0.923076923076923;0.7197452229299363;0.8652454961105116;171;152;162;174;113;154.4;154;164;152;153;155;155.6;26;16;28;27;25;24.4;6;24;14;2;63;21.8;0.8979567872240488;0.948339973439575;0.9370161396142238;0.9426440498976966;7141;506;389;480;Structured random undersampler, Preprocessed
0;Reinforcement Learning_Preprocessed_Structures_Random_Undersamples;SVC_Count_Vectors_RandomUnder;readme.csv;somef_data.csv;0.02046823501586914;0.014939546585083008;0.01598334312438965;0.019983768463134766;0.020284175872802734;0.01833181381225586;0.01332402229309082;0.009010553359985352;0.008734703063964844;0.011255979537963867;0.008320808410644531;0.010129213333129883;0.9587628865979382;0.9585492227979274;0.9378238341968912;0.9792746113989638;0.9792746113989638;0.9627370332781368;0.9489795918367347;0.9782608695652174;0.9117647058823529;0.96;0.9791666666666666;0.9556343667901943;0.96875;0.9375;0.96875;1.0;0.9791666666666666;0.9708333333333334;0.9587628865979382;0.9574468085106383;0.9393939393939394;0.9795918367346939;0.9791666666666666;0.9628724275807754;93;90;93;96;94;93.2;93;95;88;93;95;92.8;5;2;9;4;2;4.4;3;6;3;0;2;2.8;0.8405354626585251;0.2548800892359175;0.954070981210856;0.40228873239436624;457;6701;1336;22;Structured random undersampler, Preprocessed
0;Sequential_Preprocessed_Structures_Random_Undersamples;SVC_TFIDF_RandomUnder;readme.csv;somef_data.csv;0.32227015495300293;0.3064436912536621;0.2380826473236084;0.25786590576171875;0.25861692428588867;0.2766558647155762;0.050536155700683594;0.05873680114746094;0.0631556510925293;0.06221795082092285;0.060543060302734375;0.05903792381286621;0.5494505494505495;0.7912087912087912;0.8571428571428571;0.6813186813186813;0.7666666666666667;0.7291575091575092;0.5277777777777778;0.8421052631578947;0.9444444444444444;0.6808510638297872;0.7608695652173914;0.7512096228854592;0.8444444444444444;0.7111111111111111;0.7555555555555555;0.6956521739130435;0.7777777777777778;0.7569082125603864;0.6495726495726496;0.7710843373493975;0.8395061728395062;0.6881720430107526;0.7692307692307693;0.743513194400615;38;32;34;32;35;34.2;12;40;44;30;34;32.0;34;6;2;15;11;13.6;7;13;11;14;10;11.0;0.8879755753875058;0.1470019342359768;0.6785714285714286;0.24165341812400637;152;7410;882;72;Structured random undersampler, Preprocessed
