PipelineID;Pipeline;test_acc_mean;test_prec_mean;test_recall_mean;test_f1-score_mean;acc_overall;prec_overall;recall_overall;f1-score_overall;train_set;validation_set;preprocessing
1_General;SVC_TFIDF_RandomUnder;0.991451247288275;0.9879420916802693;0.9950604853255947;0.9914854296753651;0.5414089347079037;0.5256328440757285;0.8491408934707904;0.6493233477860991;abstracts.csv;somef_data.csv;Preprocessed
1_Audio;SVC_TFIDF_RandomUnder;0.9912433257055682;0.9830508474576272;1.0;0.9913940465664604;0.5515873015873016;0.5271966527196653;1.0;0.6904109589041095;abstracts.csv;somef_data.csv;Preprocessed
1_Computer Vision;LR_Count_Vectors_RandomUnder;0.9962182038762155;0.9962192487309605;0.9962180516797543;0.9962174191952349;0.5981905268759978;0.5734474522292994;0.7666311868014901;0.6561147802322933;abstracts.csv;somef_data.csv;
1_Graphs;SVC_TFIDF_RandomUnder;0.9903637222484647;0.9838909046032333;0.9972222222222221;0.9904561386334786;0.5849056603773585;0.5467128027681661;0.9937106918238994;0.7053571428571429;abstracts.csv;somef_data.csv;Preprocessed
1_Natural Language Processing;LR_Count_Vectors_RandomUnder;0.9893678218853115;0.9861136700014089;0.9927353475540004;0.9894045109585081;0.6572222222222223;0.5975189524465886;0.9633333333333334;0.7375584857507443;abstracts.csv;somef_data.csv;
1_Reinforcement Learning;LR_Count_Vectors_RandomUnder;0.9959571422729319;1.0;0.9919158939532455;0.9959382374864598;0.5645833333333333;0.9696969696969697;0.13333333333333333;0.23443223443223443;abstracts.csv;somef_data.csv;
1_Sequential;SVC_Count_Vectors_RandomUnder;0.9834800558557465;0.9889371801731353;0.977973137973138;0.9833877656649964;0.5486725663716814;0.6486486486486487;0.21238938053097345;0.32;abstracts.csv;somef_data.csv;Preprocessed
