PipelineID;Pipeline;test_acc_mean;test_prec_mean;test_recall_mean;test_f1-score_mean;acc_overall;prec_overall;recall_overall;f1-score_overall;train_set;validation_set;preprocessing
1_General;SVC_TFIDF_RandomUnder;0.6316151202749141;0.6422569971454059;0.5951890034364262;0.6175750303213503;0.6343642611683848;0.6206045650832819;0.6914089347079038;0.6540962288686606;readme.csv;somef_data.csv;Preprocessed
1_Audio;SVC_TFIDF_RandomUnder;0.8966274509803922;0.8705185185185185;0.9363076923076923;0.9003081877691042;0.7341269841269841;0.6528497409326425;1.0;0.7899686520376175;readme.csv;somef_data.csv;Preprocessed
1_Computer Vision;SVC_TFIDF_RandomUnder;0.7629047755552725;0.7943398429766558;0.7096764597557866;0.7494841498099791;0.7265832889835019;0.7744118594908154;0.6394358701436934;0.7004809794490598;readme.csv;somef_data.csv;Preprocessed
1_Graphs;SVC_TFIDF_RandomUnder;0.9274801587301587;0.8994493810283284;0.96875;0.930973867186189;0.6918238993710691;0.6186770428015564;1.0;0.764423076923077;readme.csv;somef_data.csv;Preprocessed
1_Natural Language Processing;SVC_TFIDF_RandomUnder;0.8816666666666666;0.8991917958103727;0.8600000000000001;0.8790940547661131;0.8188888888888889;0.8153846153846154;0.8244444444444444;0.819889502762431;readme.csv;somef_data.csv;Preprocessed
1_Reinforcement Learning;SVC_Count_Vectors_RandomUnder;0.9479166666666667;0.932074883105926;0.9666666666666666;0.9488749746524722;0.875;0.8308823529411765;0.9416666666666667;0.8828125000000001;readme.csv;somef_data.csv;Preprocessed
1_Sequential;SVC_TFIDF_RandomUnder;0.8341636141636142;0.8028031892598937;0.8893719806763285;0.8431677188060167;0.7876106194690266;0.7754237288135594;0.8097345132743363;0.7922077922077921;readme.csv;somef_data.csv;Preprocessed
