;params;mean_fit_time;mean_test_accuracy;mean_test_precision_macro;mean_test_precision_weighted;mean_test_recall_macro;mean_test_recall_weighted;mean_test_f1_macro;mean_test_f1_weighted
86;{'vect__max_df': 1.0, 'vect__max_features': None, 'vect__min_df': 0.1, 'vect__ngram_range': (1, 1)};0.8;0.98;0.49;0.96;0.5;0.98;0.49;0.97
0;{'vect__max_df': 0.8, 'vect__max_features': None, 'vect__min_df': 0.0, 'vect__ngram_range': (1, 1)};0.95;0.99;0.92;0.98;0.64;0.99;0.7;0.98
42;{'vect__max_df': 0.9, 'vect__max_features': None, 'vect__min_df': 0.0, 'vect__ngram_range': (1, 1)};0.96;0.99;0.92;0.98;0.64;0.99;0.7;0.98
84;{'vect__max_df': 1.0, 'vect__max_features': None, 'vect__min_df': 0.0, 'vect__ngram_range': (1, 1)};0.95;0.99;0.92;0.98;0.64;0.99;0.7;0.98
36;{'vect__max_df': 0.8, 'vect__max_features': 10000, 'vect__min_df': 0.0, 'vect__ngram_range': (1, 1)};0.92;0.99;0.92;0.98;0.64;0.99;0.7;0.98
78;{'vect__max_df': 0.9, 'vect__max_features': 10000, 'vect__min_df': 0.0, 'vect__ngram_range': (1, 1)};0.91;0.99;0.92;0.98;0.64;0.99;0.7;0.98
120;{'vect__max_df': 1.0, 'vect__max_features': 10000, 'vect__min_df': 0.0, 'vect__ngram_range': (1, 1)};0.97;0.99;0.92;0.98;0.64;0.99;0.7;0.98
